Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,Age Model,GDGT Data,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.15,0.0030196,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.23595,0.06666,0.07194,0.013629,0.577501,0.0343,0.235954719,0.066661333,0.071941439,0.013629273,0.57751255,0.034300686
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.2,0.0031269,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.23644,0.068103,0.072294,0.014459,0.576258,0.0324,0.236450877,0.068106133,0.072297326,0.014459665,0.576284509,0.03240149
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.23,0.0031913,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.238768,0.068527,0.0716,0.015734,0.571569,0.0338,0.238768478,0.068527137,0.071600143,0.015734031,0.571570143,0.033800068
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.3,0.0033416,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.233758,0.066097,0.070127,0.014469,0.584395,0.0312,0.233747248,0.06609396,0.070123774,0.014468334,0.584368119,0.031198565
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.35,0.0034995,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.229803,0.0662,0.074001,0.013957,0.581886,0.0342,0.2297922,0.066196889,0.073997522,0.013956344,0.581858653,0.034198393
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.39,0.0036529,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.238102,0.069244,0.067118,0.012664,0.580071,0.0328,0.238102238,0.069244069,0.067118067,0.012664013,0.58007158,0.032800033
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.45,0.0038830,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.235176,0.065933,0.069713,0.013313,0.583739,0.0321,0.235182115,0.065934714,0.069714813,0.013313346,0.583754178,0.032100835
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.5,0.0040747,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.223796,0.064533,0.07235,0.012845,0.593213,0.0333,0.22378772,0.064530612,0.072347323,0.012844525,0.593191052,0.033298768
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.55,0.0042665,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.221552,0.061534,0.068232,0.012145,0.605771,0.0308,0.221544467,0.061531908,0.06822968,0.012144587,0.605750404,0.030798953
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.6,0.0044582,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.2174,0.064534,0.068164,0.012665,0.605009,0.0322,0.217406087,0.064535807,0.068165909,0.012665355,0.605025941,0.032200902
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.65,0.0046499,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.219351,0.064329,0.068547,0.013024,0.60638,0.0284,0.2193442,0.064327006,0.068544875,0.013023596,0.606361203,0.02839912
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.69,0.0048033,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.234949,0.067209,0.071445,0.015023,0.581724,0.0297,0.234937253,0.06720564,0.071441428,0.015022249,0.581694915,0.029698515
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.75,0.0050334,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.236094,0.06604,0.067361,0.013522,0.587759,0.0292,0.236099666,0.066041585,0.067362617,0.013522325,0.587773107,0.029200701
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.8,0.0052251,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.235824,0.066241,0.070747,0.014345,0.582801,0.03,0.235833905,0.066243782,0.070749971,0.014345603,0.582825479,0.03000126
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.85,0.0054168,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.232915,0.060757,0.076194,0.014174,0.58319,0.0328,0.232908013,0.060755177,0.076191714,0.014173575,0.583172505,0.032799016
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.9,0.0056086,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.237287,0.061367,0.08305,0.012396,0.56867,0.0372,0.237294119,0.061368841,0.083052492,0.012396372,0.568687061,0.037201116
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.95,0.0058003,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.245306,0.064204,0.0745,0.01278,0.571775,0.0314,0.245314586,0.064206247,0.074502608,0.012780447,0.571795013,0.031401099
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2,0.0059920,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.263241,0.064531,0.084206,0.01086,0.543008,0.0342,0.263228891,0.064528032,0.084202127,0.0108595,0.542983023,0.034198427
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.06,0.0062221,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.238569,0.058731,0.077203,0.010934,0.583996,0.0306,0.238561127,0.058729062,0.077200452,0.010933639,0.583976729,0.03059899
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.12,0.0064937,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.238307,0.060367,0.087102,0.01285,0.569178,0.0322,0.238306047,0.060366759,0.087101652,0.012849949,0.569175723,0.032199871
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.16,0.0067300,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.252836,0.069017,0.068562,0.014623,0.567172,0.0278,0.252833472,0.06901631,0.068561314,0.014622854,0.567166328,0.027799722
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.21,0.0070253,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.269813,0.065556,0.066246,0.015181,0.558948,0.0243,0.269801129,0.065553116,0.066243085,0.015180332,0.558923407,0.024298931
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.25,0.0072617,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.281912,0.070014,0.062132,0.016414,0.547132,0.0224,0.281910872,0.07001372,0.062131751,0.016413934,0.547129811,0.02239991
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.3,0.0075275,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.321016,0.071052,0.058639,0.015765,0.514339,0.0192,0.321012469,0.071051218,0.058638355,0.015764827,0.514333342,0.019199789
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.36,0.0078820,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.352155,0.070828,0.052956,0.014828,0.494473,0.0148,0.352140914,0.070825167,0.052953882,0.014827407,0.494453222,0.014799408
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.4,0.0081478,Holocene,Northgrippian,Castañeda et al. (2010),Castañeda et al. (2010),0.380334,0.071429,0.049861,0.015461,0.469233,0.0137,0.380327154,0.071427714,0.049860103,0.015460722,0.469224554,0.013699753
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.45,0.0085543,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.44,0.19,0.2,0.09,1.72,0.08,0.160624609,0.069424622,0.07381091,0.03276014,0.634006615,0.029373104
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.51,0.0091236,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.68,0.01,0,0,0.3,0,0.678194151,0.013396032,0.003415428,0.001724269,0.301220818,0.002049302
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.57,0.0097447,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.68,0.01,0,0,0.31,0,0.6762625,0.011008118,0.003149992,0.001688962,0.306047315,0.001843114
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.6,0.0100433,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.65,0.01,0,0,0.33,0,0.647885539,0.013453063,0.003894042,0.001853645,0.330609348,0.002304364
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.65,0.0104547,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.66,0.01,0,0,0.32,0,0.659760458,0.012384598,0.003733233,0.00189871,0.320213351,0.00200965
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.7,0.0108660,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.66,0.01,0,0,0.32,0,0.657861379,0.013869227,0.004219106,0.001941527,0.319802497,0.002306264
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.75,0.0112774,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.65,0.01,0,0,0.32,0,0.654817136,0.012674269,0.003889476,0.0017665,0.324735789,0.002116831
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,2.8,0.0116845,Holocene,Greenlandian,Castañeda et al. (2010),Castañeda et al. (2010),0.66,0.01,0,0,0.32,0,0.659848512,0.011426395,0.003456736,0.001703528,0.32150163,0.0020632
IODP U1461,-20.21,115.07,-20.2,115.1,3.48,0.0066286,Holocene,Northgrippian,He et al. (2021),He et al. (2021),0.64,0.01,0,0,0.34,0,0.641524828,0.012981737,0.004040285,0.001955166,0.337210736,0.002287248
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,0,0.0000700,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.65,0.01,0,0,0.33,0,0.647415006,0.012274031,0.003772312,0.001919491,0.332369863,0.002249297
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,0.25,0.0004800,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.65,0.01,0,0,0.33,0,0.653862257,0.012230328,0.003950014,0.001891905,0.326004327,0.002061168
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,0.57,0.0009720,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.64,0.01,0,0,0.34,0,0.637104891,0.013693191,0.004075004,0.002015622,0.340787484,0.002323808
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,0.81,0.0015300,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.66,0.01,0,0,0.32,0,0.65899367,0.012127775,0.003798433,0.001861196,0.321109448,0.002109477
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,1,0.0019720,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.65,0.01,0,0,0.33,0,0.651343819,0.011845538,0.003787628,0.001810122,0.329140539,0.002072354
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,1.2,0.0024370,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.66,0.01,0,0,0.32,0,0.655688101,0.012317981,0.003990646,0.001893561,0.323972314,0.002137397
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,1.4,0.0029020,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.64,0.01,0,0,0.34,0,0.635936258,0.01204152,0.003854576,0.001837918,0.344071516,0.002258211
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,1.6,0.0033670,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.67,0.01,0,0,0.31,0,0.671326427,0.011446755,0.003620236,0.001696795,0.309811064,0.002098722
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,1.8,0.0038320,Holocene,Meghalayan,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.65,0.01,0,0,0.33,0,0.651616358,0.010953364,0.003453626,0.001666137,0.330224326,0.002086189
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,2,0.0042970,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.65,0.01,0,0,0.33,0,0.649990483,0.011866083,0.003931881,0.001773702,0.330237761,0.002200091
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,2.2,0.0047630,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.536823434,0.030730801,0.011142714,0.003288588,0.414376025,0.003638437,0.536823435,0.030730801,0.011142714,0.003288588,0.414376025,0.003638437
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,2.4,0.0052280,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.538804631,0.032928457,0.012658394,0.003330926,0.407300899,0.004976692,0.538804632,0.032928457,0.012658394,0.003330926,0.407300899,0.004976692
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,2.6,0.0056930,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.525119584,0.032274884,0.01256078,0.00343644,0.421331206,0.005277107,0.525119583,0.032274884,0.01256078,0.00343644,0.421331206,0.005277107
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,2.8,0.0061580,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.51038591,0.031972184,0.012360801,0.003936889,0.43632855,0.005015666,0.51038591,0.031972184,0.012360801,0.003936889,0.43632855,0.005015666
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,3.04,0.0067160,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.554909753,0.030402856,0.009486731,0.002425372,0.398905726,0.003869562,0.554909753,0.030402856,0.009486731,0.002425372,0.398905726,0.003869562
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,3.24,0.0071810,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.570396154,0.029804177,0.008724395,0.002063405,0.386117093,0.002894776,0.570396154,0.029804177,0.008724395,0.002063405,0.386117093,0.002894776
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,3.4,0.0075530,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),0.59799611,0.029246433,0.008235747,0.001797665,0.36000835,0.002715695,0.59799611,0.029246433,0.008235747,0.001797665,0.36000835,0.002715695
JR51-GC35 (Iceland shelf),67.33,-16.7,67.3,-16.7,3.61,0.0080420,Holocene,Northgrippian,Bendle and Rosell-Melé (2007),Harning et al. (2021),15200000,1400000,669000,72400,12800000,224000,0.500569727,0.046105106,0.022031654,0.002384293,0.421532402,0.007376817
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.08,0.0003000,Holocene,Meghalayan,Wu et al. (2020),Wu et al. (2020),24400000,2340000,1170000,122000,21700000,412000,0.486598596,0.046665603,0.023332802,0.002432993,0.432753669,0.008216337
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.12,0.0006000,Holocene,Meghalayan,Wu et al. (2020),Wu et al. (2020),26900000,2650000,1280000,136000,23200000,420000,0.492800352,0.048547247,0.023449236,0.002491481,0.425017404,0.007694281
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.2,0.0014000,Holocene,Meghalayan,Wu et al. (2020),Wu et al. (2020),29200000,3010000,1450000,147000,25400000,507000,0.488997555,0.05040694,0.024282413,0.002461734,0.425360887,0.008490471
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.28,0.0029000,Holocene,Meghalayan,Wu et al. (2020),Wu et al. (2020),18100000,1830000,890000,88500,15500000,296000,0.493127546,0.049857647,0.024247708,0.002411148,0.422291545,0.008064406
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.36,0.0043000,Holocene,Northgrippian,Wu et al. (2020),Wu et al. (2020),13800000,1380000,679000,65800,11700000,226000,0.495497436,0.049549744,0.02437991,0.002362589,0.420095653,0.008114668
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.44,0.0057000,Holocene,Northgrippian,Wu et al. (2020),Wu et al. (2020),25400000,2550000,1260000,126000,22500000,430000,0.485975586,0.048788888,0.02410745,0.002410745,0.430490185,0.008227146
LV53-19-1 (Japan Sea),40.08,133.97,40.1,134,0.52,0.0087000,Holocene,Greenlandian,Wu et al. (2020),Wu et al. (2020),13400000,1310000,645000,66200,11500000,228000,0.493568871,0.048251882,0.023757606,0.002438378,0.423585225,0.008398038
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,4,0.0002581,Holocene,Meghalayan,Lo et al. (2018),Lattaud et al. (2018),35200000,3710000,1980000,185000,32800000,641000,0.47238177,0.049787965,0.026571475,0.002482688,0.440173922,0.008602179
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,14,0.0009032,Holocene,Meghalayan,Lo et al. (2018),Lattaud et al. (2018),18600000,1840000,970000,94700,17200000,329000,0.476511322,0.047138754,0.024850322,0.002426109,0.440644879,0.008428614
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,34,0.0021935,Holocene,Meghalayan,Lo et al. (2018),Lattaud et al. (2018),47100000,4760000,2640000,261000,45200000,889000,0.467030243,0.04719881,0.026177491,0.002588002,0.448190382,0.008815072
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,54,0.0034839,Holocene,Meghalayan,Lo et al. (2018),Lattaud et al. (2018),23700000,2260000,1250000,115000,22100000,389000,0.475769864,0.045368772,0.025093347,0.002308588,0.443650379,0.00780905
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,64,0.0041290,Holocene,Meghalayan,Lo et al. (2018),Lattaud et al. (2018),10443777,1090694,378709,64358,9421470,141300,0.484848081,0.050635023,0.017581411,0.002987794,0.437387896,0.006559795
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,74,0.0047742,Holocene,Northgrippian,Lo et al. (2018),Lattaud et al. (2018),6716039,645637,230702,42532,5974077,91907,0.490189837,0.047123713,0.016838463,0.003104323,0.436035561,0.006708102
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,84,0.0054194,Holocene,Northgrippian,Lo et al. (2018),Lattaud et al. (2018),3028821,293989,107510,19794,2565466,41540,0.50004309,0.048536103,0.017749359,0.00326789,0.423545513,0.006858045
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,94,0.0060645,Holocene,Northgrippian,Lo et al. (2018),Lattaud et al. (2018),2026007,199623,76470,13799,1870015,29343,0.480636649,0.047357255,0.018141243,0.003273585,0.443630127,0.006961141
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,114,0.0073548,Holocene,Northgrippian,Lo et al. (2018),Lattaud et al. (2018),2026969,185899,66435,12518,1777515,30220,0.494436227,0.04534613,0.016205413,0.003053501,0.433587198,0.00737153
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,124,0.0080000,Holocene,Northgrippian,Lo et al. (2018),Lattaud et al. (2018),4563632,427772,163619,26879,4268414,64429,0.479637867,0.044958851,0.017196362,0.002824984,0.448610446,0.00677149
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,134,0.0086452,Holocene,Greenlandian,Lo et al. (2018),Lattaud et al. (2018),11931767,1213803,460398,66856,11029085,246041,0.478266431,0.048653416,0.018454342,0.002679819,0.442083819,0.009862173
MD01-2414 (Sea of Okhotsk),52.02,148.2,52,148.2,144,0.0092900,Holocene,Greenlandian,Lo et al. (2018),Lattaud et al. (2018),10458997,1175421,453524,64324,9743778,153737,0.474335641,0.053307604,0.020568186,0.002917217,0.441899083,0.006972269
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,0.1,0.0007900,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),13821047,1469336,583111,76846,11590540,208255,0.498071273,0.052950696,0.021013664,0.002769312,0.417690137,0.007504919
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,0.3,0.0019600,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),2299016,274795,117578,16565,1881259,44068,0.496196108,0.059308943,0.025376833,0.00357522,0.406031708,0.009511187
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,0.5,0.0031300,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),767400,107312,45162,4988,644136,19444,0.483114901,0.067558022,0.028431633,0.003140184,0.405514334,0.012240925
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,0.7,0.0043000,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),493634,63507,29055,4027,401739,11497,0.491932406,0.063288087,0.028954845,0.004013119,0.400354175,0.011457369
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,0.9,0.0057700,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),656255,94160,43067,5960,516313,16228,0.492690222,0.070691593,0.032332995,0.004474532,0.38762732,0.012183339
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,1.1,0.0072400,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),249486,33640,15785,2263,212630,6365,0.479624891,0.06467129,0.030345907,0.004350509,0.408770996,0.012236408
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,1.3,0.0087100,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),147529,19608,9429,1502,117793,3689,0.492502086,0.065458187,0.031477216,0.005014188,0.393233183,0.012315139
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,1.5,0.0101800,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),225618,31474,15025,1908,163453,5511,0.509308358,0.071049168,0.033917321,0.004307105,0.368977559,0.012440489
MD11-3353 (Southern Ocean),-50.57,68.39,-50.6,68.4,1.6,0.0114100,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),130696,16894,7485,992,84012,3024,0.537615743,0.069493178,0.030789418,0.004080575,0.345581914,0.012439172
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.01,0.0016500,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),47433,6055,2882,522,33640,1157,0.51732487,0.066038456,0.031432342,0.005693158,0.36689243,0.012618744
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.11,0.0027700,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),38586,4326,1928,245,25329,710,0.542517294,0.060823351,0.027107587,0.003444688,0.356124515,0.009982566
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.21,0.0032200,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),109224,16117,7348,1367,86993,2404,0.488800777,0.072127024,0.032883873,0.006117618,0.389312294,0.010758415
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.31,0.0036700,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),277121,46088,24877,4122,200941,5760,0.495824902,0.082460651,0.044509929,0.007375083,0.359523643,0.010305792
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.41,0.0041200,Holocene,Meghalayan,Ai et al. (2020),Ai et al. (2020),10045,1425,655,141,8923,455,0.464100906,0.065838108,0.030262428,0.006514507,0.412262059,0.021021992
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.51,0.0045700,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),38405,4569,1791,299,24166,844,0.548063476,0.0652025,0.025558695,0.004266918,0.344864001,0.01204441
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.61,0.0050200,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),143855,17848,8929,1382,93690,3822,0.533733295,0.066219957,0.033128529,0.00512752,0.347610249,0.01418045
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.71,0.0054800,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),197374,26371,12804,1730,145928,4623,0.50761001,0.067821413,0.032929558,0.004449245,0.37530026,0.011889515
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.81,0.0059500,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),245273,29257,14276,2197,178701,5276,0.516385953,0.061596278,0.030056002,0.004625458,0.376228473,0.011107836
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,0.91,0.0064100,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),175022,20291,8592,1028,149235,6209,0.485663624,0.056304925,0.023841699,0.002852568,0.414108004,0.017229179
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.01,0.0068800,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),1468632,191627,83672,11398,1295161,37139,0.47565041,0.062062832,0.027099111,0.003691506,0.419467818,0.012028323
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.11,0.0073400,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),2164128,275190,113642,14397,1765181,53922,0.493365493,0.062736238,0.025907452,0.003282146,0.402415843,0.012292828
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.21,0.0077800,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),4421513,566503,243932,31019,4230115,125448,0.459686979,0.058897046,0.025360632,0.003224921,0.439788097,0.013042326
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.31,0.0080300,Holocene,Northgrippian,Ai et al. (2020),Ai et al. (2020),3377911,427792,178546,22131,2852340,84203,0.486525776,0.061615547,0.025716258,0.003187562,0.410826967,0.012127889
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.41,0.0082700,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),4128771,537770,225974,27502,3609831,117937,0.477436823,0.062185866,0.026130853,0.003180236,0.417428394,0.013637827
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.51,0.0085200,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),6318049,816968,340688,39949,5220774,148007,0.490362907,0.063407359,0.026441827,0.003100563,0.405200073,0.011487271
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.61,0.0087600,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),7211068,931204,388513,44587,6201227,140328,0.483415116,0.062425994,0.02604511,0.00298902,0.41571746,0.0094073
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.71,0.0090100,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),23495236,3069853,1274450,144554,21676022,514888,0.468265762,0.061182916,0.025400098,0.002880996,0.432008385,0.010261843
MD12-3394 (Southern Ocean),-48.38,64.58,-48.4,64.6,1.81,0.0092900,Holocene,Greenlandian,Ai et al. (2020),Ai et al. (2020),47052994,6400240,2716361,294842,41302118,893512,0.476920353,0.064871636,0.027532527,0.002988463,0.418630549,0.009056471
