Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,Age Model,GDGT Data,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,97.5,0.0012000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),19.74,5.47,5.55,1.31,50.44,3.28,0.230096748,0.063760345,0.064692855,0.015269845,0.587947313,0.038232894
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,127.5,0.0016000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),29.09,8.93,9.72,2.3,33.58,4.74,0.329221367,0.10106383,0.110004527,0.026029878,0.380036215,0.053644183
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,143.75,0.0018000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),20.34,5.31,5.54,1.23,48.41,3.61,0.240881099,0.062884889,0.065608716,0.014566556,0.57330649,0.04275225
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,157.5,0.0020000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),23.73,9.36,9.82,2.8,35.58,4.34,0.277122504,0.109307486,0.114679435,0.032698821,0.415508583,0.050683172
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,173.75,0.0022000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),21.19,5.13,5.47,1.18,49.71,2.95,0.247460002,0.05990891,0.063879481,0.013780217,0.580520845,0.034450543
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,187.5,0.0023000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),27.12,9.35,8.92,2.26,34.96,5.35,0.308321965,0.106298317,0.101409732,0.025693497,0.397453388,0.060823101
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,203.75,0.0025000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),21.13,5.87,5.85,1.3,48.32,3.04,0.247105602,0.068646942,0.068413051,0.0152029,0.565080108,0.035551397
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,212.5,0.0026000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),21.95,9.35,10.71,2.11,54.73,5.66,0.210027749,0.089465123,0.102478232,0.020189456,0.523681944,0.054157497
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,217.5,0.0028000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),19.95,5.24,5.81,1.28,49.93,3.44,0.232924694,0.061179218,0.067834209,0.014944542,0.582953882,0.040163456
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,228.75,0.0029000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),19.68,9.25,10.39,2.93,35.68,5.49,0.235914649,0.11088468,0.124550468,0.035123472,0.427715176,0.065811556
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,247.5,0.0031000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),19.9,5.12,5.59,1.17,50.2,3.22,0.233568075,0.060093897,0.065610329,0.013732394,0.589201878,0.037793427
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,263.75,0.0034000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),18.78,12.18,13.7,3.63,37.11,5.63,0.206305614,0.133802043,0.150499835,0.039876964,0.407667802,0.061847743
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,277.5,0.0036000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),21.88,5.26,5.8,1.2,48.27,2.91,0.25644632,0.061650258,0.067979372,0.014064698,0.565752461,0.034106892
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,293.75,0.0039000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),24.83,7.03,9.14,2.24,37.73,3.98,0.292289582,0.082754562,0.107592702,0.026368452,0.444143614,0.046851089
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,307.5,0.0041000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),22.82,5.83,5.8,1.19,47.11,2.6,0.267369654,0.068306971,0.067955477,0.013942589,0.551962507,0.0304628
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,323.75,0.0044000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),29.44,7.03,7.5,1.92,38.14,4.21,0.333635539,0.079669084,0.084995467,0.02175884,0.432230281,0.047710789
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,337.5,0.0046000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),28.62,4.67,3.72,0.86,46.05,1.9,0.333488697,0.05441622,0.043346539,0.010020974,0.536588208,0.022139361
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,353.75,0.0049000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),23.81,8.9,7.59,1.77,38.92,2.74,0.284366416,0.10629404,0.090648513,0.021139377,0.464827421,0.032724233
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,387.5,0.0051000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),20.24,4.81,3.62,0.01,44.48,1.74,0.270226969,0.064218959,0.048331108,0.000133511,0.593858478,0.023230975
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,383.75,0.0054000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),26.67,7.06,6.04,1.46,40.36,2.16,0.318447761,0.084298507,0.072119403,0.017432836,0.481910448,0.025791045
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,397.5,0.0056000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),29.25,5.17,4.02,0.9,43.3,1.76,0.346563981,0.061255924,0.047630332,0.010663507,0.513033175,0.020853081
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,413.75,0.0059000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),31.63,6.41,6.54,1.48,32.2,2.37,0.39228575,0.079498946,0.081111249,0.018355451,0.399355079,0.029393526
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,427.5,0.0062000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),20.13,5.6,5.71,1.14,46.15,3.09,0.246027866,0.068442923,0.069787338,0.013933024,0.564043021,0.037765827
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,443.75,0.0065000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),23.21,8.5,9.94,2.38,33.1,5.71,0.280178658,0.102607436,0.119990343,0.028730082,0.399565427,0.068928054
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,457.5,0.0067000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),21.56,5.34,5.06,1.1,47.57,3.12,0.257432836,0.063761194,0.06041791,0.013134328,0.568,0.037253731
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,473.75,0.0069000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.194828773,0.071204278,0.083787127,0.021219535,0.566915918,0.062044368,0.194828773,0.071204278,0.083787127,0.021219535,0.566915919,0.062044368
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,487.5,0.0070000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.202385002,0.073717788,0.083962195,0.021206656,0.557229842,0.061498517,0.202385002,0.073717788,0.083962195,0.021206656,0.557229842,0.061498517
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,503.75,0.0071000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.20444125,0.07076543,0.079748084,0.020275206,0.565712875,0.059057155,0.20444125,0.07076543,0.079748084,0.020275206,0.565712875,0.059057155
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,517.5,0.0072000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.210841874,0.073746073,0.083119907,0.020890816,0.551669343,0.059731987,0.210841874,0.073746073,0.083119907,0.020890816,0.551669343,0.059731987
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,533.75,0.0074000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.204799278,0.074920892,0.087362947,0.022534181,0.546867904,0.063514798,0.204799278,0.074920892,0.087362947,0.022534181,0.546867904,0.063514798
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,547.5,0.0075000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.208018909,0.07298582,0.085093009,0.021694364,0.549725545,0.062482352,0.208018909,0.07298582,0.085093009,0.021694364,0.549725546,0.062482352
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,563.75,0.0079000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.214887862,0.074432208,0.084579825,0.021194419,0.544484537,0.06042115,0.214887862,0.074432208,0.084579825,0.021194419,0.544484536,0.06042115
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,577.5,0.0082000,Holocene,Northgrippian,Liu et al. (2022),Liu et al. (2022),0.207937311,0.073889589,0.083788194,0.021721795,0.55223806,0.060425051,0.207937311,0.073889589,0.083788194,0.021721795,0.55223806,0.060425051
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.01,0.0000000,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.206007928,0.07564698,0.086997791,0.022057914,0.546156412,0.063132974,0.206007928,0.07564698,0.086997791,0.022057914,0.546156413,0.063132974
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.08,0.0000580,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.202436502,0.07254548,0.082667682,0.020977645,0.559737791,0.0616349,0.202436502,0.07254548,0.082667682,0.020977645,0.559737791,0.0616349
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.12,0.0001200,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.207227706,0.073212719,0.085707852,0.021076512,0.55083251,0.061942701,0.207227706,0.073212719,0.085707852,0.021076512,0.55083251,0.061942701
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.17,0.0002620,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.207638556,0.074543978,0.084651688,0.021780431,0.548222025,0.063163322,0.207638556,0.074543978,0.084651688,0.021780431,0.548222025,0.063163322
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.22,0.0003890,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.201296295,0.071065201,0.084346392,0.021128792,0.558566529,0.063596789,0.201296295,0.071065201,0.084346392,0.021128792,0.55856653,0.063596789
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.29,0.0005390,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.194158077,0.068597639,0.078436599,0.020609112,0.57538687,0.062811703,0.194158077,0.068597639,0.078436599,0.020609112,0.57538687,0.062811703
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.35,0.0006340,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.197265961,0.070888996,0.082576857,0.021068462,0.564930297,0.063269426,0.197265961,0.070888996,0.082576857,0.021068462,0.564930298,0.063269426
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.43,0.0007370,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.19962831,0.072003365,0.082246017,0.021642861,0.561302238,0.06317721,0.19962831,0.072003365,0.082246017,0.021642861,0.561302237,0.06317721
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.49,0.0007710,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.207855654,0.07440886,0.085326268,0.021531794,0.551299672,0.059577751,0.207855654,0.07440886,0.085326268,0.021531794,0.551299673,0.059577751
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.59,0.0008900,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.204752503,0.074252429,0.08370694,0.021226377,0.55422852,0.061833231,0.204752503,0.074252429,0.08370694,0.021226377,0.55422852,0.061833231
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,0.72,0.0011510,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.18951449,0.067544649,0.078299159,0.020158456,0.584838162,0.059645084,0.18951449,0.067544649,0.078299159,0.020158456,0.584838162,0.059645084
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.04,0.0018540,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.197455531,0.070211721,0.081333795,0.020974594,0.568604294,0.061420064,0.197455531,0.070211721,0.081333795,0.020974594,0.568604295,0.061420064
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.29,0.0022740,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.199282635,0.073592791,0.085357505,0.021793237,0.556495357,0.063478474,0.199282635,0.073592791,0.085357505,0.021793237,0.556495358,0.063478474
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.49,0.0027300,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.198060689,0.070452395,0.081805754,0.020691791,0.56905361,0.059935763,0.198060689,0.070452395,0.081805754,0.020691791,0.569053609,0.059935763
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.65,0.0031830,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.200112741,0.072145903,0.082538664,0.021073235,0.560888862,0.063240595,0.200112741,0.072145903,0.082538664,0.021073235,0.560888862,0.063240595
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.71,0.0033310,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.196376926,0.068722407,0.080723937,0.020680222,0.57207242,0.061424088,0.196376926,0.068722407,0.080723937,0.020680222,0.57207242,0.061424088
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.79,0.0035270,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.199461654,0.069881959,0.081598478,0.02119966,0.566089909,0.061768341,0.199461654,0.069881959,0.081598478,0.02119966,0.566089908,0.061768341
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.81,0.0035740,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.201997976,0.071255837,0.08260595,0.020892963,0.561664787,0.061582487,0.201997976,0.071255837,0.08260595,0.020892963,0.561664787,0.061582487
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.89,0.0037950,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.196881138,0.070140312,0.08308724,0.020984244,0.566123788,0.062783278,0.196881138,0.070140312,0.08308724,0.020984244,0.566123788,0.062783278
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.93,0.0039140,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.195649538,0.072574185,0.08446481,0.021707951,0.560885899,0.064717618,0.195649538,0.072574185,0.08446481,0.021707951,0.560885898,0.064717618
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,1.97,0.0040320,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.193597829,0.070819487,0.084197639,0.021212944,0.56470697,0.06546513,0.193597829,0.070819487,0.084197639,0.021212944,0.564706971,0.06546513
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.01,0.0041400,Holocene,Meghalayan,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.188344597,0.06949269,0.080170821,0.020004196,0.580127582,0.061860113,0.188344597,0.06949269,0.080170821,0.020004196,0.580127583,0.061860113
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.11,0.0043930,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.192924211,0.068483986,0.081175458,0.020582823,0.57479502,0.062038502,0.192924211,0.068483986,0.081175458,0.020582823,0.57479502,0.062038502
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.21,0.0046430,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.195779699,0.069057344,0.080519932,0.020460409,0.573400473,0.060782144,0.195779699,0.069057344,0.080519932,0.020460409,0.573400472,0.060782144
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.25,0.0047320,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.192868468,0.067090984,0.077881079,0.019474503,0.58135297,0.061331996,0.192868468,0.067090984,0.077881079,0.019474503,0.58135297,0.061331996
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.29,0.0048220,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.19706544,0.070638841,0.081110197,0.019663535,0.568223978,0.063298008,0.19706544,0.070638841,0.081110197,0.019663535,0.568223979,0.063298008
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.33,0.0049120,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.196981079,0.07146192,0.082809693,0.019666962,0.567525286,0.06155506,0.196981079,0.07146192,0.082809693,0.019666962,0.567525286,0.06155506
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.37,0.0050040,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.191770932,0.066497225,0.078957409,0.018583905,0.582871234,0.061319296,0.191770932,0.066497225,0.078957409,0.018583905,0.582871233,0.061319296
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.41,0.0050960,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.179252169,0.063525844,0.075180046,0.017670617,0.601643161,0.062728162,0.179252169,0.063525844,0.075180046,0.017670617,0.601643162,0.062728162
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.51,0.0053250,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.186842301,0.06367522,0.076803059,0.017285989,0.59061453,0.064778901,0.186842301,0.06367522,0.076803059,0.017285989,0.59061453,0.064778901
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.61,0.0055460,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.19366473,0.068341079,0.079434909,0.018483152,0.578708185,0.061367944,0.19366473,0.068341079,0.079434909,0.018483152,0.578708186,0.061367944
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.71,0.0057240,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.198184078,0.069710907,0.080004438,0.018948306,0.576462008,0.056690263,0.198184078,0.069710907,0.080004438,0.018948306,0.576462008,0.056690263
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.81,0.0059130,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.203278165,0.072203304,0.083414083,0.021834781,0.560289995,0.05897967,0.203278165,0.072203304,0.083414083,0.021834781,0.560289996,0.05897967
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.89,0.0060650,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.201544477,0.075018203,0.085766984,0.0232693,0.553011661,0.061389375,0.201544477,0.075018203,0.085766984,0.0232693,0.553011661,0.061389375
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,2.97,0.0062170,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.205595605,0.077456292,0.089745788,0.024639294,0.542721659,0.059841362,0.205595605,0.077456292,0.089745788,0.024639294,0.542721659,0.059841362
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,3.01,0.0062940,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.200924064,0.074261268,0.08687117,0.024084682,0.554258987,0.059599829,0.200924064,0.074261268,0.08687117,0.024084682,0.554258987,0.059599829
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,3.21,0.0066740,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.196058986,0.07363065,0.08660459,0.023889911,0.561000097,0.058815765,0.196058986,0.07363065,0.08660459,0.023889911,0.561000098,0.058815765
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,3.41,0.0070510,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.198297849,0.074605139,0.087416831,0.02505882,0.555587016,0.059034345,0.198297849,0.074605139,0.087416831,0.02505882,0.555587016,0.059034345
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,3.61,0.0077340,Holocene,Northgrippian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.200636682,0.076269805,0.089454837,0.025645716,0.550238602,0.057754358,0.200636682,0.076269805,0.089454837,0.025645716,0.550238602,0.057754358
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,3.81,0.0084410,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.198506372,0.076348044,0.087224382,0.025357434,0.554505674,0.058058093,0.198506372,0.076348044,0.087224382,0.025357434,0.554505675,0.058058093
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.01,0.0091460,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.190442419,0.072889488,0.084220444,0.024378545,0.571819848,0.056249256,0.190442419,0.072889488,0.084220444,0.024378545,0.571819848,0.056249256
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.13,0.0095660,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),0.198944438,0.075826937,0.091356078,0.024462993,0.552141318,0.057268236,0.198944438,0.075826937,0.091356078,0.024462993,0.552141318,0.057268236
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.21,0.0098310,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),42.5,8,4.7,0.5,39.8,1.8,0.436793422,0.082219938,0.048304214,0.005138746,0.409044193,0.018499486
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.29,0.0100030,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),42.6,7.3,4.2,0.1,41.4,1.7,0.437821172,0.075025694,0.043165468,0.001027749,0.425488181,0.017471737
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.35,0.0101340,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),42.9,7.6,4.3,0.5,40.1,1.6,0.442268041,0.078350515,0.044329897,0.005154639,0.413402062,0.016494845
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.41,0.0102660,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),41.8,6.6,4.2,0.4,40.8,1.4,0.43907563,0.069327731,0.044117647,0.004201681,0.428571429,0.014705882
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.61,0.0106870,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),40,6.4,4.2,0.4,43.6,1.5,0.416233091,0.066597294,0.043704475,0.004162331,0.453694069,0.015608741
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.71,0.0110500,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),42.9,6.7,4.4,0.4,38.8,1.2,0.454449153,0.070974576,0.046610169,0.004237288,0.411016949,0.012711864
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.81,0.0114190,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),45.1,7.5,5,0.4,35.7,1.1,0.475738397,0.079113924,0.052742616,0.004219409,0.376582278,0.011603376
P178-15P (Gulf of Aden),11.96,44.3,12,44.3,4.85,0.0115680,Holocene,Greenlandian,"Tierney et al. (2013, 2015)",Tierney et al. (2016),43.9,6.2,4.1,0.4,37.9,1.1,0.469017094,0.066239316,0.043803419,0.004273504,0.40491453,0.011752137
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0,0.0000000,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),43.2,7.1,4.5,0.5,35.3,1.2,0.470588235,0.077342048,0.049019608,0.005446623,0.38453159,0.013071895
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.05,0.0013077,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),44.2,7,4.8,0.5,35.7,1.2,0.473233405,0.074946467,0.051391863,0.005353319,0.382226981,0.012847966
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.1,0.0026154,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),44.1,4.8,2.8,0.3,39.2,0.9,0.478827362,0.052117264,0.030401737,0.003257329,0.425624321,0.009771987
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.15,0.0039231,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),43.9,5.8,3.7,0.4,38.7,1,0.469518717,0.062032086,0.039572193,0.004278075,0.413903743,0.010695187
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.2,0.0052308,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),45.2,5.7,3.7,0.4,38.7,1,0.477296727,0.060190074,0.03907075,0.004223865,0.408658923,0.010559662
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.25,0.0065385,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),41.5,6.6,4.1,0.5,38,1.2,0.451577802,0.071817193,0.044613711,0.005440696,0.413492927,0.013057671
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.3,0.0078462,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),45.6,6.5,4.2,0.4,37,1.3,0.48,0.068421053,0.044210526,0.004210526,0.389473684,0.013684211
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.35,0.0091538,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45.7,7.1,4.5,0.4,37.3,1.2,0.475051975,0.073804574,0.046777547,0.004158004,0.387733888,0.012474012
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.41,0.0102234,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45.6,6.8,4.4,0.4,37.2,1.2,0.476987448,0.071129707,0.046025105,0.0041841,0.389121339,0.012552301
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.45,0.0102703,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.5,4.2,2.3,0.3,38.1,0.6,0.488764045,0.047191011,0.025842697,0.003370787,0.428089888,0.006741573
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.5,0.0103288,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),44.2,4.2,2.2,0.3,41.1,0.7,0.476806904,0.045307443,0.02373247,0.003236246,0.443365696,0.007551241
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.55,0.0103874,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.6,3.7,1.7,0.3,39.3,0.6,0.488789238,0.041479821,0.019058296,0.003363229,0.44058296,0.006726457
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.6,0.0104459,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),46.2,4,1.8,0.3,38.1,0.6,0.507692308,0.043956044,0.01978022,0.003296703,0.418681319,0.006593407
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.65,0.0105045,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),44.3,8,4.7,0.4,38,1.3,0.45811789,0.082730093,0.04860393,0.004136505,0.392967942,0.01344364
