Source,Longitude,Latitude,Water_Depth,Core_Name,Temp,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
Tierney and Tingley 2015,111.4412,8.825,1657,MD05-2896,28.5,0.2178,0.0587,0.0804,0.0098,0.5938,0.0395
Tierney and Tingley 2015,112.18,13.79,2395,MD05-2898,27.7,0.2218,0.0617,0.0802,0.0115,0.5795,0.0453
Tierney and Tingley 2015,110.7,14.39,1455,MD05-2900,27.1,0.2101,0.0603,0.0768,0.0116,0.5949,0.0464
Tierney and Tingley 2015,114.96,17.96,3697,MD05-2902,27.3,0.1999,0.0616,0.0812,0.0109,0.5964,0.0501
Tierney and Tingley 2015,116.25,19.46,2066,MD05-2903,26.6,0.217,0.0631,0.0781,0.0121,0.5811,0.0487
Tierney and Tingley 2015,117.36,20.14,1647,MD05-2905,26.4,0.2086,0.0621,0.0772,0.0124,0.5913,0.0484
Tierney and Tingley 2015,4.083,53,5,Mokbaai,10.6,0.5122,0.0476,0.0209,0.0099,0.4059,0.0036
Tierney and Tingley 2015,160.4,0,2965,MW91-9 BC-22,29.5,0.226,0.0658,0.0848,0.013,0.5469,0.0635
Tierney and Tingley 2015,157.8,-0.98,2022,MW91-9 BC-37,29.3,0.2251,0.066,0.0816,0.0125,0.5547,0.06
Tierney and Tingley 2015,161,0,3397,MW91-9 BC-51,29.5,0.2314,0.0633,0.082,0.0125,0.5509,0.06
Tierney and Tingley 2015,162.2,0,4329,MW91-9 BC-58,29.5,0.2393,0.0656,0.0806,0.0119,0.5432,0.0593
Tierney and Tingley 2015,162.6,0,4445,MW91-9 BC-74,29.5,0.2276,0.0662,0.0809,0.0116,0.5541,0.0596
Tierney and Tingley 2015,157.9,-1,2018,W91-9 GGC-1,29.3,0.2398,0.0678,0.084,0.0125,0.5334,0.0626
Tierney and Tingley 2015,158.9,0,2311,W91-9 GGC-1,29.3,0.2441,0.0681,0.0826,0.0128,0.5326,0.0598
Tierney and Tingley 2015,160.5,0,2980,W91-9 GGC-1,29.5,0.2341,0.0653,0.0844,0.013,0.5413,0.0619
Tierney and Tingley 2015,158.9,0,2322,W91-9 GGC-2,29.3,0.2248,0.0656,0.0802,0.012,0.5547,0.0627
Tierney and Tingley 2015,159.4,0,2456,W91-9 GGC-3,29.4,0.2802,0.0634,0.0791,0.0123,0.5097,0.0553
Tierney and Tingley 2015,160.6,0,3160,W91-9 GGC-4,29.5,0.2411,0.0633,0.0804,0.0121,0.5427,0.0604
Tierney and Tingley 2015,161.8,0,4025,W91-9 GGC-5,29.6,0.2348,0.0652,0.077,0.0117,0.5485,0.0627
Tierney and Tingley 2015,156.99,-2.3,1618,MW91-9 GGC-,29.3,0.2508,0.0671,0.0871,0.0117,0.5258,0.0576
Tierney and Tingley 2015,162.7,0,4449,W91-9 GGC-6,29.5,0.2557,0.0638,0.076,0.0115,0.5319,0.0611
Tierney and Tingley 2015,156.9,-2.2,1625,MW91-9 GGC-,29.3,0.2441,0.0678,0.0861,0.0125,0.533,0.0564
Tierney and Tingley 2015,-58.578,-64.294,768,NBP0003-1,-1.3,0.5002,0.0137,0.0038,0.002,0.4774,0.0028
Tierney and Tingley 2015,-58.516,-64.367,794,NBP0003-28,-1.3,0.4931,0.0146,0.0044,0.0021,0.4821,0.0037
Tierney and Tingley 2015,-58.444,-64.356,690,NBP0003-29,-1.3,0.502,0.0131,0.0037,0.002,0.4784,0.0008
Tierney and Tingley 2015,-58.45,-64.281,843,NBP0003-30,-1.3,0.5082,0.0122,0.0034,0.002,0.4719,0.0023
Tierney and Tingley 2015,-61.491,-63.135,704,BP0107 JPC3,0,0.541,0.0234,0.0068,0.0024,0.4237,0.0027
Tierney and Tingley 2015,-65.401,-64.849,657,NBP0107-17,-0.2,0.4461,0.0237,0.0067,0.0023,0.5167,0.0045
Tierney and Tingley 2015,-62.046,-64.317,1014,NBP0107-28,0.4,0.5435,0.017,0.0047,0.0021,0.4302,0.0025
Tierney and Tingley 2015,-56.382,-63.667,638,NBP0107-49,-1.3,0.4704,0.0121,0.0041,0.0026,0.5081,0.0027
Tierney and Tingley 2015,-61.565,-65.768,772,NBP0603-3,-1.3,0.5173,0.0162,0.0042,0.0017,0.4579,0.0028
Tierney and Tingley 2015,-108.61,-74.1,730,NBP0702-10,-1.7,0.5208,0.015,0.004,0.0018,0.4555,0.0029
Tierney and Tingley 2015,-134.52,-73.94,470,NBP0702-13,-1.8,0.5152,0.0206,0.0057,0.003,0.4527,0.0029
Tierney and Tingley 2015,-125.81,-72.56,425,NBP0702-15,-1.6,0.5056,0.0232,0.0064,0.0027,0.459,0.0032
Tierney and Tingley 2015,-114.99,-71.54,424,NBP0702-17,-1.8,0.531,0.0204,0.0056,0.0021,0.4378,0.0031
Tierney and Tingley 2015,-106.01,-71.13,512,NBP0702-20,-1.8,0.5164,0.0328,0.0097,0.0027,0.4341,0.0043
Tierney and Tingley 2015,-104.01,-71.75,665,NBP0702-22,-1.8,0.4778,0.0345,0.0113,0.003,0.4683,0.005
Tierney and Tingley 2015,-158.27,-77.47,1081,NBP0702-3,-0.9,0.5414,0.0219,0.0068,0.0024,0.4248,0.0026
Tierney and Tingley 2015,-57.494,-62.208,300,NBP9507-2,-0.5,0.4367,0.013,0.0038,0.0017,0.542,0.0027
Tierney and Tingley 2015,-62.916,-64.844,301,NBP9903-20,-0.2,0.4943,0.0148,0.0047,0.0024,0.4811,0.0028
Tierney and Tingley 2015,-62.976,-64.844,282,NBP9903-21,-0.2,0.5227,0.0161,0.005,0.0025,0.4512,0.0025
Tierney and Tingley 2015,53.55,10.683,4065,NIOP 325,26.6,0.2791,0.0729,0.0924,0.0108,0.4953,0.0495
Tierney and Tingley 2015,51.577,10.779,459,NIOP 902,26.1,0.2249,0.062,0.0614,0.0165,0.5924,0.0428
Tierney and Tingley 2015,51.658,10.783,789,NIOP 903,26.1,0.2229,0.0675,0.0794,0.0166,0.5636,0.0501
Tierney and Tingley 2015,51.771,10.788,1194,NIOP 904,26.1,0.2319,0.0693,0.0761,0.0138,0.5611,0.0477
Tierney and Tingley 2015,51.944,10.916,1567,NIOP 905,26.1,0.2466,0.0682,0.0852,0.0155,0.5313,0.0531
Tierney and Tingley 2015,52.129,10.812,2020,NIOP 906,26.1,0.2443,0.0636,0.077,0.012,0.5429,0.0601
Tierney and Tingley 2015,52.249,10.804,2807,NIOP 907,26.1,0.2607,0.0649,0.0798,0.0128,0.5285,0.0533
Tierney and Tingley 2015,52.915,10.778,3572,NIOP 908,26.1,0.2863,0.0715,0.0842,0.0127,0.4941,0.0513
Tierney and Tingley 2015,53.524,10.69,4035,NIOP 915,26.6,0.2824,0.0717,0.0879,0.0121,0.4919,0.0541
Tierney and Tingley 2015,52.53,16.17,201,NIOP 922,26.6,0.1955,0.0599,0.072,0.0139,0.5988,0.0599
Tierney and Tingley 2015,4.5,54,42,rth Frisian Fro,10.6,0.5059,0.0345,0.0131,0.0048,0.4381,0.0036
Tierney and Tingley 2015,3.733,52.908,-999,Sea Breeveert,11.3,0.4563,0.0532,0.0188,0.0071,0.4605,0.0041
Tierney and Tingley 2015,3,53,40,Central South,10.3,0.4572,0.0445,0.0196,0.0071,0.4676,0.0041
Tierney and Tingley 2015,4.5,53,24,th Sea Dutch C,11,0.4792,0.0495,0.0167,0.0057,0.4436,0.0051
Tierney and Tingley 2015,10.749,79.029,328,NP-07-13-08,1.9,0.4896,0.014,0.0048,0.0031,0.486,0.0025
Tierney and Tingley 2015,10.666,79.059,326,NP-07-13-09,1.9,0.4771,0.0132,0.0049,0.0031,0.4989,0.0028
Tierney and Tingley 2015,10.847,79.065,325,NP-07-13-10,1.9,0.4563,0.0117,0.0043,0.0031,0.5225,0.002
Tierney and Tingley 2015,11.661,79.118,313,NP-07-13-11,1.9,0.5652,0.0147,0.0048,0.0029,0.4109,0.0016
Tierney and Tingley 2015,11.622,79.295,205,NP-07-13-13,1.9,0.5621,0.0175,0.0065,0.004,0.4073,0.0026
Tierney and Tingley 2015,11.668,79.266,245,NP-07-13-14,1.9,0.5789,0.0182,0.0056,0.0031,0.3921,0.0022
Tierney and Tingley 2015,11.706,79.228,269,NP-07-13-15,1.9,0.5814,0.0174,0.0054,0.003,0.3906,0.0022
Tierney and Tingley 2015,11.761,79.186,374,NP-07-13-16,1.9,0.5641,0.0147,0.005,0.0031,0.4107,0.0023
Tierney and Tingley 2015,11.924,79.225,279,NP-07-13-21,1.9,0.5511,0.0152,0.0051,0.0031,0.4231,0.0023
Tierney and Tingley 2015,11.028,79.015,336,NP-07-13-23,1.9,0.4911,0.0133,0.0047,0.0031,0.486,0.0018
Tierney and Tingley 2015,10.859,79.013,326,NP-07-13-24,1.9,0.4687,0.0123,0.0044,0.0031,0.5095,0.002
Tierney and Tingley 2015,10.87,79.04,340,NP-07-13-25,1.9,0.483,0.0134,0.0047,0.0031,0.4936,0.0022
Tierney and Tingley 2015,11.086,79.051,334,NP-07-13-26,1.9,0.4784,0.013,0.0046,0.0032,0.4983,0.0024
Tierney and Tingley 2015,16.714,-29.136,88,NP-07-13-30,13.7,0.5182,0.0161,0.0053,0.003,0.455,0.0023
Tierney and Tingley 2015,16.28,80.362,398,NP-07-13-31,1.1,0.5301,0.0157,0.0051,0.0028,0.4444,0.0019
Tierney and Tingley 2015,16.955,80.214,451,NP-07-13-32,1.1,0.5033,0.015,0.0051,0.0032,0.4711,0.0024
Tierney and Tingley 2015,17.173,80.099,416,NP-07-13-33,1.2,0.5115,0.0149,0.0052,0.0031,0.463,0.0024
Tierney and Tingley 2015,17.764,79.949,400,NP-07-13-34,1.2,0.5132,0.0148,0.0051,0.0032,0.4612,0.0025
Tierney and Tingley 2015,18.134,79.798,446,NP-07-13-35,1.2,0.5524,0.0154,0.005,0.0031,0.4221,0.0021
Tierney and Tingley 2015,18.859,79.614,339,NP-07-13-36,1.2,0.5478,0.0163,0.0055,0.0033,0.425,0.0021
Tierney and Tingley 2015,11.952,78.956,342,NP-07-13-40,1.9,0.5492,0.0151,0.0052,0.0031,0.4256,0.0018
Tierney and Tingley 2015,11.491,79.064,307,NP-07-13-41,1.9,0.5462,0.0146,0.005,0.003,0.4295,0.0018
Tierney and Tingley 2015,11.837,78.986,320,NP-07-13-42,1.9,0.5433,0.0153,0.0049,0.0031,0.4316,0.0018
Tierney and Tingley 2015,11.726,79.012,285,NP-07-13-44,1.9,0.5475,0.015,0.005,0.0031,0.4278,0.0016
Tierney and Tingley 2015,11.493,79.029,267,NP-07-13-46,1.9,0.5304,0.0149,0.0049,0.0031,0.4447,0.0019
Tierney and Tingley 2015,11.599,79.016,252,NP-07-13-47,1.9,0.5327,0.0159,0.0052,0.0031,0.441,0.0022
Tierney and Tingley 2015,11.505,79,359,NP-07-13-48,1.9,0.4924,0.0129,0.0045,0.003,0.4852,0.0019
Tierney and Tingley 2015,-55.823,-63.071,743,NP-07-13-49,-0.7,0.4763,0.0124,0.0045,0.003,0.5017,0.0021
Tierney and Tingley 2015,11.31,79.032,330,NP-07-13-50,1.9,0.4888,0.013,0.0044,0.0029,0.4888,0.0021
Tierney and Tingley 2015,11.37,79.044,335,NP-07-13-51,1.9,0.5015,0.0136,0.0051,0.0032,0.4749,0.0018
Tierney and Tingley 2015,11.377,79.073,295,NP-07-13-52,1.9,0.3788,0.0113,0.004,0.0028,0.6,0.0031
Tierney and Tingley 2015,11.653,78.986,286,NP-07-13-53,1.9,0.5358,0.0152,0.0052,0.0031,0.4387,0.002
Tierney and Tingley 2015,11.744,79.149,340,NP-07-13-55,1.9,0.5767,0.0147,0.0047,0.0027,0.3996,0.0016
Tierney and Tingley 2015,12.062,78.928,204,NP-07-13-60,1.9,0.551,0.0151,0.0051,0.0033,0.424,0.0015
Tierney and Tingley 2015,12.405,78.907,73,NP-07-13-61,1.9,0.5472,0.0171,0.0088,0.0045,0.4198,0.0025
Tierney and Tingley 2015,11.807,78.965,299,NP-07-13-64,1.9,0.5382,0.0145,0.0047,0.0029,0.4376,0.002
Tierney and Tingley 2015,-77.7,26.2,-999,OCE205,26.4,0.1854,0.0667,0.0771,0.0376,0.6004,0.0328
Tierney and Tingley 2015,-9.0653,36.3901,596,CE437-7 MC11,18.1,0.307,0.0673,0.0593,0.0132,0.5256,0.0277
Tierney and Tingley 2015,-7.5315,35.8903,1184,CE437-7 MC12,19.2,0.2896,0.0697,0.0772,0.0115,0.5157,0.0362
Tierney and Tingley 2015,-7.7643,34.115,388,CE437-7 MC15,19.5,0.296,0.067,0.059,0.0139,0.5362,0.0279
Tierney and Tingley 2015,-9.3165,33.4485,835,CE437-7 MC18,19.5,0.2766,0.073,0.0808,0.0115,0.5211,0.0369
Tierney and Tingley 2015,-9.5128,37.8278,1123,CE437-7 MC1,17.3,0.2826,0.0682,0.0747,0.0105,0.5272,0.0367
Tierney and Tingley 2015,-10.2829,30.8603,835,CE437-7 MC22,17.6,0.3345,0.0648,0.0555,0.01,0.5068,0.0283
Tierney and Tingley 2015,-10.6317,30.8882,1244,CE437-7 MC25,17.6,0.316,0.0654,0.0621,0.0095,0.5159,0.0311
Tierney and Tingley 2015,-12.4669,29.0181,776,CE437-7 MC28,19.5,0.276,0.0711,0.0771,0.0091,0.5272,0.0395
Tierney and Tingley 2015,-13.7408,27.5371,1029,CE437-7 MC31,19.7,0.3288,0.066,0.0639,0.0095,0.5003,0.0314
Tierney and Tingley 2015,-15.1201,26.8273,2812,CE437-7 MC36,20.3,0.2893,0.0723,0.0823,0.0086,0.5076,0.0399
Tierney and Tingley 2015,-16.4069,25.4993,1780,CE437-7 MC39,20.2,0.2982,0.0762,0.077,0.0084,0.5024,0.0379
Tierney and Tingley 2015,-16.6571,25.0203,1401,CE437-7 MC42,20.2,0.3084,0.0724,0.0697,0.0085,0.5036,0.0374
Tierney and Tingley 2015,-17.0478,24.3686,1662,CE437-7 MC44,20.8,0.3149,0.073,0.0723,0.0078,0.4955,0.0366
Tierney and Tingley 2015,-10.184,37.8372,3146,CE437-7 MC4,17.9,0.2778,0.0654,0.076,0.0091,0.5311,0.0407
Tierney and Tingley 2015,-17.8542,23.2071,2295,CE437-7 MC50,19.3,0.3181,0.0717,0.0687,0.0077,0.4975,0.0363
Tierney and Tingley 2015,-17.8708,21.797,1276,CE437-7 MC51,18.4,0.3278,0.0682,0.0565,0.0084,0.5055,0.0335
Tierney and Tingley 2015,-17.8028,21.2393,798,CE437-7 MC55,18.4,0.3331,0.0643,0.0504,0.0094,0.5123,0.0304
Tierney and Tingley 2015,-18.5512,20.7463,2106,CE437-7 MC63,20.2,0.3426,0.0701,0.0614,0.0093,0.4837,0.0329
Tierney and Tingley 2015,-17.8607,19.9434,1455,CE437-7 MC65,20.1,0.3315,0.0699,0.0565,0.0101,0.4994,0.0325
Tierney and Tingley 2015,-17.2767,19.3567,1393,CE437-7 MC67,20.1,0.3279,0.0721,0.0593,0.0095,0.4982,0.0329
Tierney and Tingley 2015,-17.3348,18.6388,2282,CE437-7 MC69,22.2,0.3401,0.0727,0.0639,0.0097,0.48,0.0336
Tierney and Tingley 2015,-23.4132,15.31,944,CE437-7 MC78,24.2,0.2814,0.0726,0.0794,0.0103,0.5158,0.0405
Tierney and Tingley 2015,-9.8672,36.7722,2735,CE437-7 MC7,18.1,0.2878,0.063,0.0749,0.0098,0.526,0.0384
Tierney and Tingley 2015,9.29,41.38,765,OMEX 98-5,17.8,0.3804,0.0671,0.0484,0.0114,0.4737,0.019
Tierney and Tingley 2015,9.37,39.35,-999,OMEX 99-15,18.4,0.4117,0.0592,0.0357,0.0102,0.4663,0.0168
Tierney and Tingley 2015,4.5,54.5,47,Oyster ground,10.6,0.5028,0.0331,0.0123,0.0049,0.4438,0.0032
Tierney and Tingley 2015,-62.599,-64.907,240,PD90-7-21,-0.2,0.5256,0.0161,0.0057,0.0025,0.4474,0.0026
Tierney and Tingley 2015,-63.191,-65.121,171,PD90-7-6,-0.2,0.5165,0.0192,0.0061,0.0025,0.4524,0.0033
Tierney and Tingley 2015,-63.22,-65.155,493,PD90-7-8,-0.2,0.5426,0.0207,0.0062,0.0024,0.4246,0.0035
Tierney and Tingley 2015,-63.228,-65.166,490,PD90-7-9,-0.2,0.5472,0.0195,0.006,0.0023,0.4226,0.0025
Tierney and Tingley 2015,-77.317,-11.983,100,eru Margin PM,18.5,0.3144,0.0481,0.0326,0.0102,0.5806,0.014
Tierney and Tingley 2015,-78.067,-11.05,250,eru Margin PM,19.9,0.2854,0.0516,0.0496,0.0133,0.5812,0.0189
Tierney and Tingley 2015,29.202,78.308,303,PLS-91-1-1,0.3,0.496,0.0225,0.0055,0.0026,0.4707,0.0027
Tierney and Tingley 2015,32.377,83.706,4004,PLS-91-1-10,-1.7,0.494,0.0554,0.0175,0.0029,0.4217,0.0085
Tierney and Tingley 2015,33.94,84.185,4052,PLS-91-1-12,-1.1,0.4962,0.0609,0.0179,0.0027,0.4146,0.0077
Tierney and Tingley 2015,40.599,84.807,4018,PLS-91-1-14,-1,0.497,0.0481,0.014,0.0031,0.4307,0.0071
Tierney and Tingley 2015,140.498,-65.468,1567,PLS-91-1-17,-1.2,0.5214,0.0371,0.0121,0.0043,0.4194,0.0057
Tierney and Tingley 2015,48.229,83.017,2900,PLS-91-1-20,-1.7,0.503,0.0342,0.0099,0.003,0.4446,0.0052
Tierney and Tingley 2015,47.889,82.662,1345,PLS-91-1-21,-0.8,0.49,0.0383,0.0152,0.0038,0.4473,0.0053
Tierney and Tingley 2015,43.432,81.118,466,PLS-91-1-23,-1.3,0.5049,0.0218,0.0058,0.006,0.4578,0.0037
Tierney and Tingley 2015,42.874,81.021,472,PLS-91-1-24,-0.8,0.5506,0.0245,0.0062,0.0059,0.4103,0.0025
Tierney and Tingley 2015,21.273,73.724,1536,PLS-91-1-31,5.3,0.5336,0.0275,0.0078,0.0035,0.4238,0.0038
Tierney and Tingley 2015,29.021,80.867,4018,PLS-91-1-5,-0.8,0.5053,0.0248,0.0066,0.0035,0.4559,0.0039
Tierney and Tingley 2015,28.534,81.487,628,PLS-91-1-6,0,0.5111,0.0208,0.0052,0.0025,0.4566,0.0038
Tierney and Tingley 2015,-52,-57.9175,4557,PS2334-1,2.3,0.541,0.0527,0.0221,0.0033,0.371,0.0099
Tierney and Tingley 2015,-53.9885,-57.1518,4006,PS2336-1,2.7,0.5614,0.0533,0.0226,0,0.3539,0.0089
Tierney and Tingley 2015,-56.9433,-56.0308,4542,PS2339-1,4,0.5265,0.0611,0.0232,0.0046,0.372,0.0126
Tierney and Tingley 2015,-57.9843,-55.2582,4372,PS2342-1,5.1,0.4988,0.0659,0.0259,0.0047,0.3917,0.0131
Tierney and Tingley 2015,133.355,76.5083,38,PS2453-2,2,0.4952,0.0242,0.0255,0.0067,0.4423,0.0061
Tierney and Tingley 2015,130.535,79.6517,3429,PS2455-3,-1.7,0.4942,0.0415,0.0128,0.0063,0.4388,0.0063
Tierney and Tingley 2015,133.3983,78.1667,983,PS2458-4,-1.3,0.4911,0.0238,0.0136,0.0046,0.4626,0.0044
Tierney and Tingley 2015,133.555,77.91,73,PS2461-2,-0.4,0.4878,0.0214,0.0152,0.0047,0.4671,0.0036
Tierney and Tingley 2015,133.5567,77.405,54,PS2462-3,-0.4,0.4756,0.022,0.0179,0.0058,0.4735,0.0052
Tierney and Tingley 2015,122.855,79.2267,3237,PS2470-1,-1.8,0.4903,0.0409,0.0164,0.0056,0.4401,0.0067
Tierney and Tingley 2015,118.7383,78.6667,2620,PS2472-3,-1.8,0.4891,0.0306,0.0118,0.0043,0.4591,0.0051
Tierney and Tingley 2015,118.5717,77.9817,1927,PS2473-3,-1.8,0.5031,0.0272,0.016,0.0044,0.4444,0.0048
Tierney and Tingley 2015,118.575,77.67,1497,PS2474-2,-1.8,0.4938,0.0266,0.0137,0.004,0.4569,0.005
Tierney and Tingley 2015,118.71,77.1717,101,PS2478-3,-1.8,0.5034,0.02,0.0119,0.004,0.4566,0.004
Tierney and Tingley 2015,8.9733,-42.8733,3794,PS2489-2,10.1,0.4497,0.068,0.044,0.0037,0.4187,0.0159
Tierney and Tingley 2015,7.7717,-62.9583,5305,PS2579-1,-0.4,0.6066,0.0459,0.0149,0.0025,0.3221,0.0079
Tierney and Tingley 2015,24.9767,-66.0017,4641,PS2589-2,-1.5,0.5795,0.0552,0.0178,0.0029,0.3372,0.0075
Tierney and Tingley 2015,-85.688,-50.749,4579,PS2659-2,6.8,0.5006,0.0674,0.0389,0.0016,0.3815,0.0101
Tierney and Tingley 2015,-89.547,-53.287,4972,PS2663-4,7.4,0.5546,0.0547,0.0277,0.0022,0.3541,0.0067
Tierney and Tingley 2015,-92.556,-68.074,4454,PS2687-5,-0.5,0.5462,0.0565,0.0321,0.0024,0.3518,0.0109
Tierney and Tingley 2015,-91.171,-65.395,4715,PS2691-1,1,0.5339,0.0659,0.0216,0.0011,0.3713,0.0061
Tierney and Tingley 2015,-89.493,-62.997,4783,PS2697-1,2.6,0.4546,0.0795,0.0335,0.0038,0.418,0.0106
Tierney and Tingley 2015,-88.008,-57.041,5190,PS2715-3,6.2,0.5447,0.0662,0.0277,0.0017,0.3526,0.007
Tierney and Tingley 2015,135.0083,77.25,44,PS2728-2,-1.5,0.5028,0.0233,0.0324,0.0067,0.4295,0.0053
Tierney and Tingley 2015,133.715,78.5133,1995,PS2747-8,-1.3,0.5256,0.0292,0.0132,0.0045,0.4223,0.0052
Tierney and Tingley 2015,135.1133,79.1266,2783,PS2749-3,-1.6,0.5121,0.0331,0.0121,0.0043,0.4329,0.0056
Tierney and Tingley 2015,23.0009,-61.4995,5220,PS63/130-2,0.8,0.5794,0.0538,0.0193,0.0023,0.3387,0.0064
Tierney and Tingley 2015,23.0008,-58.2994,5413,PS63/139-2,0.5,0.577,0.057,0.0188,0.0036,0.3356,0.008
Tierney and Tingley 2015,23.0141,-56.5071,4872,PS63/143-2,1.6,0.5816,0.0496,0.0156,0.0029,0.3428,0.0074
Tierney and Tingley 2015,18.5339,77.4587,105,PS68/206-2,1.8,0.5585,0.0169,0.006,0.0042,0.3825,0.032
Tierney and Tingley 2015,18.838,77.1491,124,PS68/211-2,1.8,0.5603,0.0169,0.0058,0.0027,0.3815,0.0328
Tierney and Tingley 2015,2.8424,79.1336,5571,PS68/242-2,0.6,0.5425,0.0598,0.0221,0.0054,0.348,0.0221
Tierney and Tingley 2015,5.1719,79.6038,2784,PS68/250-2,2.7,0.581,0.0323,0.01,0.0026,0.3443,0.0299
Tierney and Tingley 2015,4.3276,79.2829,2401,PS68/251-2,1.9,0.5818,0.0341,0.0107,0.0034,0.3468,0.0232
Tierney and Tingley 2015,4.6004,79.1081,1914,PS68/271-2,1.9,0.5675,0.0315,0.0098,0.0034,0.3642,0.0236
Tierney and Tingley 2015,8.6337,81.0972,1078,PS68/314-1,-1.7,0.5649,0.0353,0.0111,0.003,0.3504,0.0353
Tierney and Tingley 2015,5.8851,80.4783,604,PS68/328-2,0.1,0.5805,0.0273,0.0091,0.0029,0.3557,0.0245
Tierney and Tingley 2015,3.7054,80.1563,1613,PS68/331-2,1.3,0.5846,0.0301,0.0087,0.0036,0.3401,0.0329
Tierney and Tingley 2015,-3.9842,78.8321,1934,PS68/338-3,-1.1,0.5744,0.0381,0.0147,0.0033,0.3457,0.0239
Tierney and Tingley 2015,-4.9754,78.8124,1029,PS68/341-2,-1.3,0.6003,0.0331,0.0113,0.0037,0.331,0.0207
Tierney and Tingley 2015,-5.663,78.8302,436,PS68/343-2,-1.1,0.612,0.0301,0.0102,0.004,0.3116,0.0322
Tierney and Tingley 2015,-10.0561,78.8344,311,PS68/352-2,-0.5,0.6201,0.0226,0.0063,0.0022,0.331,0.0178
Tierney and Tingley 2015,-12.515,78.829,195,PS68/357-2,-0.7,0.5652,0.0214,0.0061,0.0034,0.375,0.0289
Tierney and Tingley 2015,14.6632,71.9604,1352,PS68/371-2,6.9,0.5504,0.0386,0.0135,0.0038,0.3704,0.0233
Tierney and Tingley 2015,72.8878,-68.0113,703,PS69/793-1,-0.5,0.4931,0.0159,0.0041,0.0024,0.4829,0.0016
Tierney and Tingley 2015,69.2178,-65.998,2365,PS69/853-2,0.2,0.4912,0.0307,0.0079,0,0.4702,0
Tierney and Tingley 2015,82.6562,-65.3425,3093,PS69/878-4,-1,0.5653,0.0358,0.0109,0.0023,0.3858,0
Tierney and Tingley 2015,82.8733,-63.8372,3702,PS69/885-1,0.6,0.5226,0.0407,0.0128,0.0027,0.4175,0.0037
Tierney and Tingley 2015,82.836,-62.6557,2295,PS69/891-3,0.7,0.5127,0.0618,0.0215,0.0033,0.3955,0.0053
Tierney and Tingley 2015,85.6737,-59.6217,4126,PS69/899-1,1.7,0.5191,0.0537,0.0177,0.003,0.4002,0.0064
Tierney and Tingley 2015,73.3332,-55.0048,2251,PS69/907-3,2.1,0.4523,0.0672,0.0281,0.0026,0.4421,0.0078
Tierney and Tingley 2015,71.5652,-50.3107,565,PS69/912-5,2.7,0.5263,0.0342,0.0109,0.0037,0.4215,0.0034
Tierney and Tingley 2015,83.8702,82.4096,1564,PS70/277-2,-1.7,0.5288,0.0255,0.0105,0.0037,0.4163,0.0154
Tierney and Tingley 2015,104.6593,87.0696,4443,PS70/309-8,-1.5,0.5246,0.0443,0.0155,0.0054,0.3868,0.0234
Tierney and Tingley 2015,153.7344,88.6752,2746,PS70/319-2,-1.6,0.5409,0.0465,0.0142,0.0022,0.3658,0.0303
Tierney and Tingley 2015,-146,87,3368,PS70/333-4,-1.6,0.5446,0.062,0.0172,0.0018,0.345,0.0294
Tierney and Tingley 2015,152.0996,86.5256,1467,PS70/358-3,-1.7,0.5656,0.0531,0.0234,0.0011,0.3304,0.0264
Tierney and Tingley 2015,-80.0897,-54.3685,4450,PS75/034-1,7,0.486,0.0703,0.0353,0.0032,0.3995,0.0056
Tierney and Tingley 2015,-107.805,-52.8123,3977,PS75/051-2,6.8,0.4717,0.0627,0.0338,0.0033,0.4134,0.0151
Tierney and Tingley 2015,-115.98,-60.7692,5132,PS75/053-1,2.6,0.5165,0.0692,0.0309,0.0038,0.3682,0.0115
Tierney and Tingley 2015,-135.626,-58.277,4147,PS75/062-1,1.5,0.5482,0.0736,0.0295,0.0028,0.3362,0.0096
Tierney and Tingley 2015,-135.621,-58.9042,3790,PS75/063-2,1.5,0.548,0.0604,0.0248,0.0028,0.3503,0.0137
Tierney and Tingley 2015,-141.515,-62.6039,4488,PS75/065-2,0.7,0.5851,0.0656,0.0175,0.0023,0.322,0.0075
Tierney and Tingley 2015,-144.115,-64.9334,3727,PS75/068-1,-1.5,0.5682,0.0462,0.0178,0.0019,0.3573,0.0086
Tierney and Tingley 2015,-145.619,-62.2055,4328,PS75/069-2,-0.2,0.5807,0.0632,0.0193,0.0023,0.3232,0.0114
Tierney and Tingley 2015,-150.066,-58.5814,2839,PS75/070-1,0.2,0.5516,0.0614,0.0226,0.0028,0.3524,0.0092
Tierney and Tingley 2015,-151.219,-57.5599,3096,PS75/072-3,1,0.563,0.0672,0.026,0.0035,0.3307,0.0097
Tierney and Tingley 2015,-152.655,-56.2445,3318,PS75/074-1,2.1,0.5296,0.0703,0.0301,0.0027,0.3522,0.0152
Tierney and Tingley 2015,-156.141,-55.5285,3745,PS75/076-1,4.7,0.4954,0.0719,0.0347,0.0029,0.3845,0.0105
Tierney and Tingley 2015,-157.637,-58.1774,3870,PS75/080-2,2,0.5449,0.0641,0.0272,0.0027,0.3531,0.008
Tierney and Tingley 2015,-158.364,-59.0417,4004,PS75/082-2,3.1,0.5387,0.0712,0.03,0.0033,0.3479,0.0088
Tierney and Tingley 2015,-159.587,-61.0498,3313,PS75/084-1,0.6,0.5464,0.0592,0.0268,0.0034,0.357,0.0072
