Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,AgeModel,GDGTData,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
IODP U1461,-20.21,115.07,-20.8,114.7,304.52,1.199620161,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),4.407445241,1.155439237,1.052845899,0.511395115,9.309393614,0.385736166,0.262000854,0.068685157,0.062586489,0.030399914,0.553397476,0.02293011
IODP U1461,-20.21,115.07,-20.8,114.7,308.02,1.204733382,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),20.55630322,5.53020734,4.912902207,2.257614802,40.44080637,1.862933618,0.272049952,0.073188872,0.065019221,0.029878135,0.535209047,0.024654774
IODP U1461,-20.21,115.07,-20.8,114.7,311.52,1.209846603,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),18.39306656,4.129685654,3.656260734,1.603427729,29.26257194,1.32829188,0.315093804,0.070746135,0.062635836,0.027468511,0.501300589,0.022755126
IODP U1461,-20.21,115.07,-20.8,114.7,315.02,1.214959825,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),21.2151399,5.615189834,5.836948888,2.443842054,41.7434378,2.432205707,0.267574798,0.070821276,0.0736182,0.030822825,0.526486838,0.030676062
IODP U1461,-20.21,115.07,-20.8,114.7,318.53,1.220087655,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),23.5492945,6.281954886,6.337145799,2.748806291,42.35002509,2.628157452,0.280698334,0.074878433,0.075536287,0.03276469,0.504795652,0.031326604
IODP U1461,-20.21,115.07,-20.8,114.7,322.02,1.225186267,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),34.08627667,9.146075565,8.912082533,4.359749921,63.71096654,4.085970635,0.274223403,0.073579992,0.071697523,0.0350741,0.512553431,0.032871551
IODP U1461,-20.21,115.07,-20.8,114.7,325.52,1.230299489,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),43.91558836,10.97867518,10.08245834,4.721014935,75.16620937,3.80661927,0.295388588,0.073845654,0.067817448,0.031754873,0.505589046,0.025604391
IODP U1461,-20.21,115.07,-20.8,114.7,329.02,1.23541271,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),24.38615615,6.554360302,5.806486033,2.757129544,41.09042661,2.498441176,0.293480272,0.078879813,0.069879365,0.033181249,0.494511291,0.03006801
IODP U1461,-20.21,115.07,-20.8,114.7,472.52,1.25988791,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),38.6957927,12.32541725,14.20644977,6.183302015,90.10277464,7.387325901,0.229103312,0.072974184,0.084111074,0.036609018,0.533464819,0.043737593
IODP U1461,-20.21,115.07,-20.8,114.7,476.14,1.272930344,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),57.84890432,17.55157039,19.30477538,7.234847733,124.751549,9.991507598,0.244414963,0.074156399,0.081563791,0.03056765,0.527082501,0.042214697
IODP U1461,-20.21,115.07,-20.8,114.7,479.62,1.285468375,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),32.50243378,13.05337259,17.15379196,7.23792202,111.0961882,11.11008888,0.169148017,0.0679319,0.089271158,0.037667338,0.578162855,0.057818732
IODP U1461,-20.21,115.07,-20.8,114.7,482.44,1.295628503,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),73.2149141,20.5585461,21.38903069,8.65484044,136.8233033,10.55782863,0.269968027,0.075806278,0.078868554,0.031913309,0.504513564,0.038930267
IODP U1461,-20.21,115.07,-20.8,114.7,486.52,1.310328263,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),72.29218694,22.29004629,24.96190933,9.927058331,150.6673629,12.52817697,0.247011966,0.07616187,0.08529124,0.033919325,0.514808627,0.042806972
IODP U1461,-20.21,115.07,-20.9,114.7,490.03,1.32297438,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),77.77694807,20.05814602,20.81473819,8.129829275,132.7830845,9.138764042,0.289454823,0.074648431,0.077464165,0.030255987,0.494165755,0.03401084
IODP U1461,-20.21,115.07,-20.9,114.7,492.53,1.331981585,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),6.700175735,1.53401577,1.465497098,0.539599467,8.334807939,0.488924394,0.351475034,0.080470762,0.076876438,0.028306085,0.43722389,0.025647793
IODP U1461,-20.21,115.07,-20.9,114.7,496.03,1.344591673,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),55.23058791,13.35238616,12.83751164,4.873327822,83.80903664,5.280430186,0.314913644,0.076132606,0.073196895,0.02778673,0.47786218,0.030107945
IODP U1461,-20.21,115.07,-20.9,114.6,499.54,1.35723779,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),40.31623321,11.56922666,12.74711993,5.074479413,78.64273354,6.148756258,0.260948944,0.074882429,0.082506405,0.032844835,0.509019237,0.039798149
IODP U1461,-20.21,115.07,-20.9,114.6,502.66,1.368478783,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),38.63211884,12.40823651,14.84421951,5.541082862,92.5712243,8.740549921,0.223646481,0.071832934,0.085935164,0.032078067,0.535907147,0.050600208
IODP U1461,-20.21,115.07,-20.9,114.6,503.52,1.371577262,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),63.68120178,20.76619597,22.74441784,9.582414654,137.188108,12.64623855,0.238856539,0.077890202,0.085310151,0.035941884,0.514567497,0.047433727
IODP U1461,-20.21,115.07,-20.9,114.6,507.04,1.384259408,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),57.35543135,13.02833375,12.14219891,4.630393656,81.78067531,4.843454745,0.330045289,0.074970061,0.069870899,0.026645072,0.47059757,0.027871108
IODP U1461,-20.21,115.07,-20.9,114.6,510.26,1.395842674,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),44.4226865,11.39266149,11.6111849,5.380425166,84.87065323,5.067930803,0.272957931,0.07000291,0.07134564,0.033060354,0.521492952,0.031140213
IODP U1461,-20.21,115.07,-20.9,114.6,515.1,1.413298639,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),29.12341672,7.805598712,7.778976806,3.237503085,52.39207359,3.588438539,0.280232229,0.07510727,0.074851108,0.031152001,0.504128609,0.034528783
IODP U1461,-20.21,115.07,-20.9,114.6,517.95,1.423566853,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),8.533002382,2.188652304,2.453868655,0.909584311,15.58912502,1.068296943,0.277563444,0.07119298,0.079819998,0.029587165,0.507086607,0.034749806
IODP U1461,-20.21,115.07,-20.9,114.6,521.31,1.435672538,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),71.11256431,18.19445899,20.00486957,6.860207711,133.5921927,9.335646732,0.27445998,0.07022178,0.077209086,0.026477072,0.515601018,0.036031065
IODP U1461,-20.21,115.07,-20.9,114.6,524.52,1.44723779,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),43.70294957,15.07871032,19.12740694,7.543466364,120.2278716,12.35132235,0.200443074,0.069158331,0.087727631,0.034598021,0.551423745,0.056649197
IODP U1461,-20.21,115.07,-20.9,114.6,528.11,1.460172138,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),42.29395647,10.71448363,10.6178379,4.184380146,75.37916219,4.821708989,0.285747716,0.07238952,0.07173656,0.028270637,0.50927899,0.032576577
IODP U1461,-20.21,115.07,-20.9,114.6,531.53,1.472493995,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),24.63668997,7.110473986,8.495199215,3.111334475,51.62691931,4.512530992,0.247621977,0.071466972,0.085384767,0.031271847,0.518899245,0.045355194
IODP U1461,-20.21,115.07,-20.9,114.6,535.05,1.485176141,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),36.39127371,9.275417962,9.26806858,3.648315281,65.35076947,4.325241006,0.28373252,0.072317824,0.072260523,0.028444888,0.509521559,0.033722687
IODP U1461,-20.21,115.07,-20.9,114.6,538.51,1.497642114,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),51.94111122,19.85787088,36.29085689,10.75758357,116.8190398,10.8425969,0.210706703,0.080556353,0.147219161,0.043639709,0.473893496,0.043984578
IODP U1461,-20.21,115.07,-20.9,114.6,541.92,1.509927942,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),20.38321258,7.153263364,8.486725121,3.354566273,55.21248548,5.587436618,0.20347058,0.071405753,0.084716719,0.033486161,0.551145527,0.055775259
IODP U1461,-20.21,115.07,-20.9,114.6,545.42,1.52253803,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),65.81234825,18.66801437,19.24101462,7.569610609,127.8728088,9.999881057,0.264132994,0.074922696,0.07722239,0.030380073,0.513208065,0.040133783
IODP U1461,-20.21,115.07,-21,114.6,549.05,1.535616493,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),32.76996394,10.24154015,11.75206291,4.576205451,77.21926211,6.821945554,0.22855168,0.071428861,0.08196389,0.031916405,0.53856001,0.047579153
IODP U1461,-20.21,115.07,-21,114.6,552.41,1.547722178,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),50.56956513,13.84422957,14.69141719,6.299023316,93.40276222,6.69243909,0.272613039,0.074632192,0.079199255,0.033957102,0.503520463,0.036077948
IODP U1461,-20.21,115.07,-21,114.6,556.03,1.560764612,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),13.35416472,4.44031736,5.395346832,2.008200228,32.10838972,3.178872651,0.220783671,0.073411523,0.089200973,0.033201464,0.530846242,0.052556127
IODP U1461,-20.21,115.07,-21,114.6,559.56,1.573482786,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),23.51161223,5.227353944,4.780375607,1.767035387,32.78296178,1.715365831,0.33691641,0.074906872,0.068501767,0.025321242,0.46977288,0.024580828
IODP U1461,-20.21,115.07,-21,114.6,563.02,1.585948759,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),41.88643184,13.97248283,16.0870333,6.217557309,92.70772477,8.492602669,0.233527747,0.077900224,0.089689393,0.034664498,0.516869669,0.047348468
IODP U1461,-20.21,115.07,-21,114.6,566.72,1.599279424,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),58.57340246,18.23153306,21.33500001,8.387063112,127.2316223,11.01058331,0.239300539,0.074484587,0.087163743,0.034265189,0.51980241,0.044983532
IODP U1461,-20.21,115.07,-21,114.6,570.04,1.606249615,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),37.96301049,11.77665251,13.18031162,5.353999664,72.62208066,6.480815086,0.257591374,0.079908418,0.089432701,0.036328629,0.492764439,0.043974438
IODP U1461,-20.21,115.07,-21,114.6,573.49,1.613160247,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),37.31581258,9.236853302,8.921168724,3.963508062,63.11979807,4.534930166,0.293612436,0.072678439,0.070194534,0.031186116,0.496646231,0.035682243
IODP U1461,-20.21,115.07,-21,114.6,577.01,1.620211094,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),62.3650417,15.75093466,16.11252224,7.045340361,109.4176751,7.578113095,0.285724782,0.072162741,0.073819351,0.032278153,0.501295927,0.034719045
IODP U1461,-20.21,115.07,-21,114.6,580.69,1.627582435,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),69.67256933,21.09438845,23.24712767,10.61116889,143.9847421,12.51226285,0.247837256,0.075036351,0.082694013,0.037745744,0.512178376,0.044508261
IODP U1461,-20.21,115.07,-21,114.6,584.03,1.634272727,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),15.62458233,3.551550231,3.247803777,1.227793092,19.65340853,1.163442381,0.351362292,0.079866508,0.073035922,0.027610351,0.441961681,0.026163245
IODP U1461,-20.21,115.07,-21,114.6,585.56,1.637337442,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),58.41349374,15.16154541,15.43307898,6.066697422,102.1974889,7.600178453,0.285121227,0.074004792,0.07533017,0.029612066,0.498834629,0.037097117
IODP U1461,-20.21,115.07,-21,114.6,590.79,1.647813559,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),32.13431197,8.58235909,8.321474506,3.442881867,50.05765105,3.634170965,0.302660352,0.08083384,0.078376671,0.03242714,0.471473181,0.034228816
IODP U1461,-20.21,115.07,-21,114.6,594.53,1.655305085,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),42.30429268,11.86970535,11.87405674,4.689820503,68.34347501,5.019375044,0.29357446,0.082370892,0.082401089,0.032545433,0.474275718,0.034832407
IODP U1461,-20.21,115.07,-21,114.6,598,1.662255778,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),5.322611486,1.415271552,1.363459056,0.541071417,8.380506978,0.557681303,0.302754795,0.080501883,0.077554743,0.030776615,0.476690564,0.0317214
IODP U1461,-20.21,115.07,-21,114.6,601.69,1.669647149,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),36.64292098,9.499794427,9.761697935,3.887592034,62.68216879,4.826683202,0.287845045,0.074624748,0.076682107,0.030538616,0.492393925,0.037915559
IODP U1461,-20.21,115.07,-21,114.5,605.06,1.676397535,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),6.519229697,1.825747536,1.860542175,0.692744038,8.035126775,0.673376307,0.332498971,0.093118237,0.094892861,0.035331886,0.409813967,0.034344077
IODP U1461,-20.21,115.07,-21,114.5,608.5,1.683288136,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),31.97562253,10.95176176,11.75775006,4.768231811,71.15129411,6.641433734,0.232980201,0.079796528,0.085669105,0.034742204,0.518421268,0.048390694
IODP U1461,-20.21,115.07,-21,114.5,612.02,1.690338983,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),3.108806545,0.784144315,0.730124053,0.301563302,4.778135322,0.303661467,0.310680731,0.078364004,0.072965452,0.030136937,0.477506257,0.030346619
IODP U1461,-20.21,115.07,-21,114.5,614.95,1.696208012,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),62.83087161,18.42069331,18.12193039,7.111271566,99.11566294,8.031777319,0.294107674,0.086226199,0.084827708,0.033287451,0.463954683,0.037596285
IODP U1461,-20.21,115.07,-21,114.5,619.02,1.704360555,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),49.7422852,16.38190676,19.09378757,7.551804127,110.8669739,10.64864749,0.232130999,0.076449009,0.089104471,0.035241803,0.517379958,0.04969376
IODP U1461,-20.21,115.07,-21,114.5,620.52,1.707365177,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),1.299918537,0.413835685,0.454216205,0.195144249,2.719721528,0.250137927,0.243751142,0.077599417,0.085171275,0.036592011,0.509982134,0.04690402
IODP U1461,-20.21,115.07,-21,114.5,622.62,1.711571649,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),99.9065444,26.04090289,26.807464,10.58922286,159.9989802,12.82584236,0.297191464,0.077463735,0.07974402,0.031499705,0.475948112,0.038152965
IODP U1461,-20.21,115.07,-21,114.5,626.02,1.718382126,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),58.1652027,19.16628345,20.80614353,8.460680708,130.1445809,12.81480889,0.233073164,0.07680101,0.083372076,0.033902703,0.521500963,0.051350084
IODP U1461,-20.21,115.07,-21,114.5,629.53,1.725412943,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),80.13777339,25.33464619,28.09813117,11.45469232,157.5246329,14.89911198,0.252442995,0.079806984,0.088512272,0.036083569,0.496220303,0.046933878
IODP U1461,-20.21,115.07,-21.1,114.5,633.03,1.735361891,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),33.72620096,8.688899091,8.447862459,3.293598852,53.96285937,3.857698314,0.301188325,0.077595308,0.075442756,0.029413142,0.481909696,0.034450773
IODP U1461,-20.21,115.07,-21.1,114.5,636.52,1.750827179,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),65.60175708,19.13466113,20.02669602,7.448403788,128.2499547,10.48939212,0.261412756,0.076248636,0.079803256,0.029680726,0.511056038,0.041798589
IODP U1461,-20.21,115.07,-21.1,114.5,639.92,1.765893648,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),55.08659364,15.73709742,18.3734476,6.726641335,104.9722158,9.621084734,0.261672799,0.074754492,0.087277705,0.031952948,0.498639899,0.045702157
IODP U1461,-20.21,115.07,-21.1,114.5,643.52,1.781846381,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),23.29810398,8.164543747,10.66237888,4.045758833,58.00333937,6.393476045,0.210713661,0.073842099,0.096433121,0.036590817,0.524596165,0.057824137
IODP U1461,-20.21,115.07,-21.1,114.5,647.22,1.798242245,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),18.06107917,4.398106151,4.411590725,1.542567389,26.75676745,1.750353556,0.317303791,0.077267573,0.077504475,0.027100401,0.470072894,0.030750866
IODP U1461,-20.21,115.07,-21.1,114.5,650.51,1.81282127,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),36.77387829,12.11275647,14.48925105,5.478960519,82.20047127,8.911103856,0.229884984,0.075720619,0.090576828,0.034250691,0.513860787,0.05570609
IODP U1461,-20.21,115.07,-21.1,114.5,654.01,1.828330871,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),76.78721424,24.7037288,27.72007142,10.50972126,160.355989,15.91761396,0.243001867,0.078177758,0.087723317,0.033259207,0.507464753,0.050373099
IODP U1461,-20.21,115.07,-21.1,114.5,657.52,1.843884786,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),85.15692225,21.59981198,22.67409229,8.279016605,136.7301122,10.66809863,0.298682977,0.075760091,0.079528067,0.029038172,0.479572956,0.037417739
IODP U1461,-20.21,115.07,-21.1,114.5,661.03,1.8594387,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),50.61023892,14.5133822,16.11194405,5.900568822,89.44436215,8.935988798,0.272807233,0.078232305,0.086849123,0.03180617,0.482137004,0.048168166
IODP U1461,-20.21,115.07,-21.1,114.5,664.52,1.874903988,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),33.39861246,10.27533616,11.58704523,4.242488015,61.87976654,5.924537576,0.262345403,0.080712551,0.091015998,0.033324655,0.486064274,0.046537119
IODP U1461,-20.21,115.07,-21.1,114.5,671.43,1.90440678,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),37.72921124,10.93305642,11.55350995,4.598295344,79.3280182,6.497117709,0.250460763,0.07257776,0.076696566,0.030525222,0.526609365,0.043130323
IODP U1461,-20.21,115.07,-21.1,114.5,674.01,1.915317797,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),69.16706087,21.66906278,24.85443576,9.099641946,150.9850681,14.89976018,0.237953225,0.074547383,0.08550592,0.031305207,0.519429097,0.051259168
IODP U1461,-20.21,115.07,-21.1,114.5,678.64,1.934228916,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),30.80844283,9.50964393,10.33363099,3.757090345,64.49109925,5.787937008,0.247084573,0.07626761,0.08287601,0.03013197,0.51722042,0.046419417
IODP U1461,-20.21,115.07,-21.2,114.5,682,1.946373494,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),85.99002531,24.61782448,25.9101272,9.205423141,158.2673091,12.39461094,0.271788923,0.077809629,0.081894214,0.029095608,0.500235943,0.039175683
IODP U1461,-20.21,115.07,-21.2,114.5,685.92,1.960542169,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),0.81913883,0.207038914,0.185348794,0.058310984,1.036535204,0.077670136,0.343592325,0.086843621,0.07774558,0.024458866,0.43478044,0.032579169
IODP U1461,-20.21,115.07,-21.2,114.5,689,1.971674699,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),14.77728412,4.594470271,5.353082258,2.072246251,34.82024779,3.387686517,0.227325286,0.070678702,0.082348755,0.031878251,0.535654774,0.052114232
IODP U1461,-20.21,115.07,-21.2,114.5,692.52,1.98439759,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),34.10542797,11.61233761,13.55865622,5.034078801,77.39391198,7.816784352,0.228097612,0.077663488,0.090680495,0.033667994,0.51761164,0.052278771
IODP U1461,-20.21,115.07,-21.2,114.4,696.03,2.062125115,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),67.97262202,18.62107625,19.38752481,7.323812176,127.9340613,11.44569207,0.269001638,0.073692906,0.076726126,0.028983985,0.506299022,0.045296324
IODP U1461,-20.21,115.07,-21.3,114.4,699.97,2.207111316,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),28.05709987,8.775121961,10.34988484,4.085870494,66.04686066,6.704940413,0.22623085,0.070755827,0.083453502,0.032945314,0.53255103,0.054063477
IODP U1461,-20.21,115.07,-21.4,114.3,709.98,2.44964497,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),19.06621619,5.236021762,5.638167274,2.046839242,33.87501891,2.790000173,0.277721596,0.076268742,0.082126459,0.029814592,0.493429017,0.040639595
IODP U1461,-20.21,115.07,-21.4,114.3,714.92,2.496591162,Pleistocene,Gelasian,He et al. (2021),He et al. (2021),28.34696298,7.855917245,8.715199941,3.17858129,58.06647549,5.244885566,0.254442744,0.070514825,0.078227759,0.028530991,0.521205513,0.047078168
