Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,AgeModel,GDGTData,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,5.7,0.026586439,Pleistocene,Upper Pleistocene,Castañeda et al. (2010),Castañeda et al. (2010),0.409817,0.060084,0.037354,0.014964,0.459698,0.0181,0.409810033,0.060082979,0.037353365,0.014963746,0.459690185,0.018099692
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,5.73,0.026616585,Pleistocene,Upper Pleistocene,Castañeda et al. (2010),Castañeda et al. (2010),0.418057,0.060875,0.037405,0.014595,0.454729,0.0143,0.418073305,0.060877374,0.037406459,0.014595569,0.454746735,0.014300558
IODP U1459,-28.67,113.56,-29.6,112.9,42,1.995,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.23268,0.08686,0.08182,0.04277,0.53711,0.01876,0.23268,0.08686,0.08182,0.04277,0.53711,0.01876
IODP U1459,-28.67,113.56,-29.7,112.8,45.25,2.07,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.18885,0.07953,0.07607,0.04686,0.5854,0.02329,0.18885,0.07953,0.07607,0.04686,0.5854,0.02329
IODP U1459,-28.67,113.56,-29.7,112.8,46.7,2.103,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.43822,0.16898,0.15747,0.08322,0.11107,0.04103,0.438224382,0.16898169,0.157471575,0.083220832,0.111071111,0.04103041
IODP U1459,-28.67,113.56,-29.7,112.8,51.4,2.211,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.21726,0.0798,0.07364,0.03961,0.57209,0.01762,0.217255655,0.079798404,0.073638527,0.039609208,0.572078558,0.017619648
IODP U1459,-28.67,113.56,-29.7,112.8,52.49,2.236,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.1984,0.08107,0.08139,0.03949,0.58037,0.01928,0.1984,0.08107,0.08139,0.03949,0.58037,0.01928
IODP U1459,-28.67,113.56,-29.8,112.8,55.55,2.306,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.23915,0.07986,0.07259,0.03803,0.55056,0.01981,0.23915,0.07986,0.07259,0.03803,0.55056,0.01981
IODP U1459,-28.67,113.56,-29.8,112.8,57,2.34,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.26096,0.08062,0.07731,0.03576,0.52264,0.02271,0.26096,0.08062,0.07731,0.03576,0.52264,0.02271
IODP U1459,-28.67,113.56,-29.8,112.7,58.55,2.375,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.24567,0.07836,0.07138,0.03635,0.55024,0.018,0.24567,0.07836,0.07138,0.03635,0.55024,0.018
IODP U1459,-28.67,113.56,-29.8,112.7,60.25,2.414,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.33404,0.07199,0.06791,0.03042,0.47847,0.01718,0.33403666,0.07198928,0.067909321,0.030419696,0.478465215,0.017179828
IODP U1459,-28.67,113.56,-29.8,112.7,61.7,2.448,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.33407,0.07264,0.07033,0.03141,0.47545,0.01609,0.334073341,0.072640726,0.070330703,0.031410314,0.475454755,0.016090161
IODP U1459,-28.67,113.56,-29.9,112.7,63.25,2.483,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.3181,0.08298,0.09389,0.03635,0.44671,0.02198,0.318096819,0.08297917,0.093889061,0.036349637,0.446705533,0.02197978
IODP U1459,-28.67,113.56,-29.9,112.7,66.4,2.555,Pleistocene,Gelasian,De Vleeschouwer et al. (2019),De Vleeschouwer et al. (2019),0.2518,0.07329,0.06799,0.03501,0.55452,0.01739,0.2518,0.07329,0.06799,0.03501,0.55452,0.01739
IODP U1461,-20.21,115.07,-20.2,115.1,6.98,0.013295238,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),1.613289703,0.702927362,0.750740012,0.347162366,7.296818107,0.346647842,0.145898914,0.063569698,0.067893666,0.031395857,0.65989254,0.031349325
IODP U1461,-20.21,115.07,-20.2,115.1,10.5,0.02,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),1.677430329,0.669206978,0.669773304,0.292897761,5.861175634,0.231836431,0.178405995,0.071174662,0.071234894,0.031151646,0.623375439,0.024657363
IODP U1461,-20.21,115.07,-20.2,115.1,14.02,0.031181703,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),3.60089417,0.946707747,0.867129758,0.352659247,7.952827794,0.195774574,0.258759407,0.068030196,0.06231174,0.02534201,0.571488332,0.014068315
IODP U1461,-20.21,115.07,-20.2,115.1,17.52,0.042299873,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),3.782739051,1.086553164,0.997766547,0.403103591,8.524169397,0.234860119,0.251692778,0.07229618,0.066388569,0.026821375,0.567174168,0.015626929
IODP U1461,-20.21,115.07,-20.2,115.1,20.98,0.053290978,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),0.057039519,0.021272744,0.02134965,0.01343108,0.228852976,0.010376814,0.16189563,0.060378565,0.060596847,0.038121521,0.649554859,0.029452578
IODP U1461,-20.21,115.07,-20.2,115,24.48,0.064409149,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),1.640575911,0.471649529,0.511774481,0.225525603,4.588756626,0.158978851,0.215943076,0.062081522,0.067363025,0.02968512,0.604001445,0.020925811
IODP U1461,-20.21,115.07,-20.2,115,28.08,0.075844981,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),0.822134826,0.250389209,0.241592239,0.099109464,1.955950543,0.071260049,0.238962372,0.072778329,0.070221395,0.028807237,0.568518163,0.020712503
IODP U1461,-20.21,115.07,-20.3,115,31.63,0.087121982,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),0.182389868,0.051278246,0.052386756,0.01905743,0.358288085,0.010432797,0.270675107,0.076099319,0.077744399,0.028282118,0.531716298,0.01548276
IODP U1461,-20.21,115.07,-20.3,115,35.03,0.09792249,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),0.361219206,0.128113249,0.141390392,0.058871405,1.051638623,0.043624518,0.202379869,0.071777863,0.079216633,0.032983815,0.589200362,0.024441458
IODP U1461,-20.21,115.07,-20.3,115,38.53,0.109040661,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),1.629460475,0.504391548,0.521305988,0.243793622,4.481713627,0.162125248,0.216028865,0.066870682,0.069113147,0.03232141,0.594171828,0.021494067
IODP U1461,-20.21,115.07,-20.3,115,41.98,0.12,Pleistocene,Upper Pleistocene,He et al. (2021),He et al. (2021),1.046635343,0.401143052,0.341737931,0.169512493,3.612303527,0.128408102,0.183628597,0.070379179,0.059956753,0.029740388,0.63376632,0.022528763
IODP U1461,-20.21,115.07,-20.3,115,45.63,0.132195704,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),7.480637579,2.661928782,2.603455937,1.19070578,22.92233251,1.040062398,0.197382868,0.070237213,0.068694358,0.031417766,0.60482488,0.027442915
IODP U1461,-20.21,115.07,-20.3,115,49.16,0.143990453,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),2.373379672,0.974161689,1.108308734,0.503940008,8.890609703,0.454777769,0.165910536,0.068098539,0.077476056,0.035227805,0.621495934,0.031791131
IODP U1461,-20.21,115.07,-20.3,115,51.98,0.153396181,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),0.830026502,0.374897888,0.480972791,0.249654373,4.187308143,0.262751256,0.129983882,0.058709792,0.075321343,0.039096396,0.655741193,0.041147395
IODP U1461,-20.21,115.07,-20.3,115,52.53,0.155250597,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),0.920764608,0.410553128,0.580581882,0.292127556,4.750125491,0.308226457,0.126785533,0.056531492,0.079943758,0.040224774,0.654072916,0.042441527
IODP U1461,-20.21,115.07,-20.3,115,56.03,0.166945107,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),1.939659709,0.368500418,0.369988426,0.127697094,3.020913507,0.071126316,0.32887375,0.062480091,0.062732386,0.021651335,0.512202809,0.01205963
IODP U1461,-20.21,115.07,-20.3,115,59.53,0.178639618,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),2.738460797,0.546025394,0.572474818,0.217899267,4.435356841,0.1131116,0.317564236,0.063319562,0.066386756,0.025268579,0.514343937,0.01311693
IODP U1461,-20.21,115.07,-20.3,115,62.93,0.19,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),2.572447079,0.857821429,0.977965166,0.444537894,5.419317743,0.354285498,0.242081342,0.080725689,0.092031872,0.041833448,0.509987445,0.033340203
IODP U1461,-20.21,115.07,-20.3,115,66.73,0.196880497,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),3.25847132,1.217649984,1.22650401,0.482503493,8.508853537,0.335141857,0.216810459,0.081019357,0.081608482,0.032104565,0.566157643,0.022299493
IODP U1461,-20.21,115.07,-20.3,115,70.03,0.202855665,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),10.85649011,4.453687033,4.781338293,2.047036438,43.18972071,1.845266029,0.161618553,0.066301212,0.071178896,0.030473851,0.642957355,0.027470133
IODP U1461,-20.21,115.07,-20.3,115,73.53,0.209192964,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.698067918,2.532692146,2.62506757,1.24390901,22.88521004,1.165439896,0.180296049,0.068174046,0.070660572,0.03348307,0.616015394,0.031370869
IODP U1461,-20.21,115.07,-20.3,115,77.03,0.215530264,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.918416322,2.085043059,1.782920593,0.778069957,16.80188112,0.567658358,0.23911035,0.072062066,0.061620282,0.026891209,0.580697009,0.019619084
IODP U1461,-20.21,115.07,-20.3,115,80.33,0.221505432,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),19.41959504,6.498438321,5.996599945,2.621833979,49.50868667,2.197659002,0.225173488,0.075350491,0.06953159,0.030400608,0.574061594,0.025482228
IODP U1461,-20.21,115.07,-20.3,115,83.98,0.22811433,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),7.941086316,2.726737147,2.648370186,1.207401231,24.21543128,1.068818,0.199485465,0.068497483,0.066528852,0.030330736,0.608308031,0.026849432
IODP U1461,-20.21,115.07,-20.3,115,87.6,0.234668908,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),7.380554263,2.464092429,2.626382192,1.174508819,23.85518909,1.060275745,0.191399439,0.063901151,0.068109801,0.030458462,0.618635085,0.027496063
IODP U1461,-20.21,115.07,-20.3,115,91.02,0.240861355,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.845038422,2.198195964,2.256765737,0.995052537,19.81026142,0.878931112,0.207524483,0.066643816,0.068419505,0.03016751,0.600597689,0.026646998
IODP U1461,-20.21,115.07,-20.3,115,94.55,0.247252975,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),21.92950209,5.896296415,5.324102948,2.2257877,40.29213967,1.387142137,0.284595553,0.076520649,0.069094867,0.028885712,0.522901237,0.018001981
IODP U1461,-20.21,115.07,-20.3,115,98.08,0.253644594,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),12.87572684,3.029385409,3.27888047,1.308032532,26.38163341,1.060918171,0.268610421,0.063198334,0.068403242,0.027287871,0.550367504,0.022132628
IODP U1461,-20.21,115.07,-20.3,115,101.59,0.26,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),5.036821612,1.37402027,1.494516227,0.615074422,11.82419292,0.507347133,0.241551325,0.065894019,0.071672655,0.029497182,0.567053926,0.024330894
IODP U1461,-20.21,115.07,-20.3,115,105.03,0.275644673,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),4.472274393,0.947545051,1.075173765,0.431136084,7.451332448,0.318553733,0.304318841,0.064476324,0.073160903,0.029336937,0.507030798,0.021676197
IODP U1461,-20.21,115.07,-20.4,115,108.48,0.291334824,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.382231969,1.394578737,1.402885152,0.60561217,10.82697195,0.456732716,0.302920315,0.066190987,0.066585235,0.028744212,0.513881315,0.021677936
IODP U1461,-20.21,115.07,-20.4,115,112.05,0.30757072,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),13.39716108,2.145549429,2.32742557,0.762632918,13.73817365,0.535375237,0.407130361,0.065201747,0.070728836,0.023175881,0.417493495,0.016269679
IODP U1461,-20.21,115.07,-20.4,115,115.64,0.323897574,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),21.84220929,6.383240867,8.10267659,4.125574902,42.09325493,1.82554532,0.258878293,0.075655465,0.096034566,0.04889715,0.498897792,0.021636733
IODP U1461,-20.21,115.07,-20.4,115,119.08,0.339542247,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),13.92146099,5.137432725,5.33294294,2.335418589,45.58905937,2.466423918,0.186158748,0.068698109,0.071312485,0.03122938,0.609620084,0.032981193
IODP U1461,-20.21,115.07,-20.4,115,121.93,0.352503676,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),24.34478199,9.49605643,10.11244052,4.276999917,79.58152432,4.706656322,0.18370861,0.071658367,0.076309675,0.032274748,0.600531614,0.035516986
IODP U1461,-20.21,115.07,-20.4,115,125.31,0.367875477,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),16.59877577,5.543781173,5.233407061,2.544136528,48.42855175,2.201117671,0.206068568,0.068824296,0.064971099,0.031584653,0.601225202,0.027326182
IODP U1461,-20.21,115.07,-20.4,114.9,129.68,0.387749669,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),3.799143842,1.235836758,1.052635819,0.500813226,9.706545574,0.360807438,0.228097588,0.07419866,0.063199421,0.030068429,0.582773309,0.021662593
IODP U1461,-20.21,115.07,-20.4,114.9,133,0.402848598,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),9.282232805,3.444594708,3.185271861,1.563274962,27.57638765,1.318035635,0.20017842,0.074285308,0.068692814,0.033713215,0.594705801,0.028424442
IODP U1461,-20.21,115.07,-20.4,114.9,136.47,0.418629707,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),16.27213355,6.217749665,6.456335337,3.051550495,54.27965668,2.911934042,0.182444785,0.06971403,0.072389076,0.034214289,0.608588926,0.032648895
IODP U1461,-20.21,115.07,-20.4,114.9,140.03,0.434820124,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),12.56994909,4.825175855,4.699124579,2.132703017,41.60486504,2.19357073,0.184783202,0.070931985,0.069078982,0.031351574,0.611607902,0.032246354
IODP U1461,-20.21,115.07,-20.4,114.9,143.53,0.450737669,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),1.649757841,0.573125967,0.574552592,0.259058512,4.425425875,0.215814015,0.214317313,0.074453847,0.074639177,0.033653863,0.574899758,0.028036042
IODP U1461,-20.21,115.07,-20.4,114.9,147.03,0.466655214,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.787073486,2.403539639,2.349006501,1.080674343,19.80223855,1.02104644,0.202941004,0.071868494,0.070237892,0.032313358,0.592108834,0.030530418
IODP U1461,-20.21,115.07,-20.4,114.9,150.33,0.481663185,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),10.13000854,3.857571587,3.916698188,1.758459588,32.88362568,1.970044273,0.185815774,0.070759827,0.071844392,0.032255603,0.603187682,0.036136722
IODP U1461,-20.21,115.07,-20.5,114.9,154.05,0.498581262,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),17.65854973,6.990951508,7.630266669,3.3262823,71.33226017,4.000039479,0.15917444,0.063016545,0.068779342,0.02998316,0.642990095,0.036056418
IODP U1461,-20.21,115.07,-20.5,114.9,157.57,0.514589764,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),8.81810045,2.898579162,2.487072049,1.078092235,17.34119019,0.730000706,0.264386749,0.08690601,0.074568088,0.032323662,0.519928405,0.021887085
IODP U1461,-20.21,115.07,-20.5,114.9,161.03,0.530325394,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),16.3945677,5.21605516,4.724767521,2.213834582,41.20730711,1.810978852,0.229078355,0.072883004,0.06601833,0.030933514,0.575782315,0.025304483
IODP U1461,-20.21,115.07,-20.5,114.9,164.52,0.546197461,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),5.968913448,2.128860784,2.200936587,1.00465846,18.46540869,1.068552526,0.193561289,0.069035184,0.071372475,0.032579294,0.598800493,0.034651265
IODP U1461,-20.21,115.07,-20.5,114.9,164.52,0.546197461,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),8.855016402,3.676848832,4.379582829,2.029839648,37.88117769,2.35354948,0.149638606,0.062134107,0.074009425,0.034301729,0.640144115,0.039772017
IODP U1461,-20.21,115.07,-20.5,114.9,168.07,0.562342399,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.917688055,2.725536139,3.199045745,1.512916198,24.51629807,1.823519069,0.169988635,0.066974712,0.078610284,0.037176952,0.602440007,0.04480941
IODP U1461,-20.21,115.07,-20.5,114.9,171.49,0.577896115,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),18.04085781,6.490325214,6.740823988,3.103189007,60.51901209,3.308316381,0.183710734,0.066091226,0.068642064,0.03159989,0.616267376,0.03368871
IODP U1461,-20.21,115.07,-20.5,114.9,175.26,0.595041585,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),9.424080343,2.491134111,2.24822742,1.040165997,20.00283242,0.593063784,0.263246114,0.069585716,0.062800519,0.029055319,0.558746076,0.016566257
IODP U1461,-20.21,115.07,-20.5,114.9,178.52,0.609867641,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),3.536917308,1.293013181,1.273127188,0.618450825,12.62913305,0.59092075,0.177364103,0.064840114,0.063842901,0.031013158,0.633307103,0.029632621
IODP U1461,-20.21,115.07,-20.5,114.9,181.54,0.623602209,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),18.64083719,6.979817978,7.078410217,3.209887949,63.65130922,3.306951428,0.181212618,0.067852698,0.06881114,0.031204189,0.618771587,0.032147769
IODP U1461,-20.21,115.07,-20.5,114.9,185.59,0.642021082,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),13.22840347,4.677923653,4.867529652,2.310341085,43.74719719,2.137482367,0.186397248,0.065915142,0.06858682,0.032554285,0.616427916,0.030118588
IODP U1461,-20.21,115.07,-20.5,114.9,189.07,0.65784767,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),17.78157719,5.893300365,5.612180548,2.42442728,47.90994703,2.142234772,0.217475289,0.072077251,0.068639051,0.029651646,0.585956436,0.026200326
IODP U1461,-20.21,115.07,-20.5,114.9,192.55,0.673674258,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),10.30266693,3.453659444,3.397796606,1.609706218,29.66355352,1.359725888,0.20693443,0.069368548,0.068246514,0.032331788,0.595807918,0.027310802
IODP U1461,-20.21,115.07,-20.5,114.9,196.07,0.68968276,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),13.74354952,4.561501931,4.568819116,2.211779406,40.08639965,2.030087747,0.204510601,0.067877334,0.067986217,0.032912337,0.596504832,0.030208678
IODP U1461,-20.21,115.07,-20.6,114.9,199.54,0.705463869,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),5.785273652,1.908885588,1.763131262,0.912536237,14.90258901,0.751659039,0.222304681,0.073350757,0.067750008,0.035065079,0.572646257,0.028883219
IODP U1461,-20.21,115.07,-20.6,114.8,203.03,0.721335936,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),6.26653701,1.93367994,1.83347326,0.856653573,15.74273409,0.710662661,0.22917629,0.070717462,0.06705276,0.031329056,0.575734475,0.025989958
IODP U1461,-20.21,115.07,-20.6,114.8,206.53,0.737253481,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),19.53366765,6.382423133,5.754430226,2.724162112,48.44913454,2.147320962,0.229831815,0.07509516,0.067706238,0.032052308,0.570049247,0.025265233
IODP U1461,-20.21,115.07,-20.6,114.8,210.03,0.753171026,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),18.59531388,5.666253546,5.027896918,2.434913697,48.05139495,1.658784749,0.228346717,0.069580455,0.061741564,0.029900251,0.590061471,0.020369543
IODP U1461,-20.21,115.07,-20.6,114.8,213.48,0.768861177,Pleistocene,Chibanian,He et al. (2021),He et al. (2021),45.94586518,14.11555645,11.56754735,5.532572767,104.7990031,3.931886279,0.247163722,0.075934003,0.062227102,0.029762227,0.563761539,0.021151406
IODP U1461,-20.21,115.07,-20.6,114.8,217.03,0.785006116,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),36.64912311,10.46390417,9.071322102,4.13064405,80.44146606,3.287658466,0.254429848,0.072643745,0.062975998,0.028676242,0.558450197,0.022823969
IODP U1461,-20.21,115.07,-20.6,114.8,220.61,0.801287491,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),14.03415387,4.558445875,4.525613485,2.06847939,34.94314366,1.830229669,0.226503211,0.073570707,0.073040811,0.033384073,0.563962338,0.029538859
IODP U1461,-20.21,115.07,-20.6,114.8,224.11,0.817205036,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),25.03529441,8.400422933,8.746849257,3.786757638,66.15688855,2.995436683,0.21746817,0.072969967,0.075979186,0.032893532,0.574669394,0.026019751
IODP U1461,-20.21,115.07,-20.6,114.8,227.54,0.83280423,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),8.69800307,3.162040468,3.563570376,1.590248735,27.54743816,1.268137906,0.18979074,0.068995837,0.077757234,0.034699285,0.601086091,0.027670815
IODP U1461,-20.21,115.07,-20.6,114.8,231.05,0.848767254,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),9.481824837,3.422476635,3.710180634,1.59420163,30.58690063,1.724064318,0.187685882,0.067745456,0.073440349,0.031556071,0.605445632,0.034126609
IODP U1461,-20.21,115.07,-20.6,114.8,234.54,0.86463932,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),12.4887209,4.146900008,3.889339852,1.846231605,31.65012071,1.327200513,0.225637873,0.074923421,0.070269996,0.03335648,0.571833255,0.023978973
IODP U1461,-20.21,115.07,-20.6,114.8,238.03,0.880511387,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),8.35118104,2.459563295,2.271098339,1.016736685,19.81252181,0.70420122,0.241256914,0.07105422,0.065609663,0.029372463,0.572363101,0.020343639
IODP U1461,-20.21,115.07,-20.6,114.8,241.56,0.896565368,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),3.979357766,1.23113151,1.104279236,0.533064844,9.488512152,0.384205084,0.237992029,0.073629843,0.066043234,0.031880819,0.567476059,0.022978016
IODP U1461,-20.21,115.07,-20.7,114.8,245.16,0.9129377,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),20.27913477,7.450398425,7.908515471,3.707924882,62.83119082,3.172416274,0.19249374,0.070720722,0.075069264,0.03519639,0.596406653,0.030113231
IODP U1461,-20.21,115.07,-20.7,114.8,248.5,0.953821181,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),4.227024065,1.32203442,1.282969767,0.606982038,9.634275723,0.465177559,0.241014502,0.075379147,0.073151776,0.034608621,0.549322675,0.026523279
IODP U1461,-20.21,115.07,-20.7,114.8,251.41,0.989441192,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),6.845712002,1.982650675,1.761605614,0.778578159,12.20975818,0.505157376,0.284249499,0.082324156,0.073145863,0.032328332,0.50697687,0.020975281
IODP U1461,-20.21,115.07,-20.7,114.7,255.52,1.039749867,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),14.32989782,4.686238457,4.685994861,2.174052283,35.40382148,1.811663695,0.227128211,0.074276661,0.0742728,0.034458627,0.561148917,0.028714785
IODP U1461,-20.21,115.07,-20.7,114.7,258.94,1.08161256,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),11.18438984,3.643711044,3.580472607,1.500895968,27.97600658,1.336972135,0.227221324,0.074025392,0.072740645,0.030492103,0.568358698,0.027161837
IODP U1461,-20.21,115.07,-20.8,114.7,262.55,1.125800958,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),21.76238705,6.827795929,6.305348343,2.799723251,52.91749911,2.47162394,0.233792045,0.073350611,0.067737987,0.030077262,0.568489584,0.026552511
IODP U1461,-20.21,115.07,-20.8,114.7,265.83,1.143097151,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),20.2603872,6.635462012,6.634491686,2.928880424,52.02559924,2.408719264,0.222902389,0.07300257,0.072991895,0.032223197,0.572379504,0.026500445
IODP U1461,-20.21,115.07,-20.8,114.7,269.65,1.148677867,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),10.88313173,3.793514403,3.978395265,1.830813931,32.15122694,1.721104818,0.200211455,0.069787361,0.07318852,0.033680555,0.591469816,0.031662292
IODP U1461,-20.21,115.07,-20.8,114.7,273.03,1.153615778,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),15.69752602,6.349635892,5.733594264,2.647501064,44.32243624,2.786730686,0.202450961,0.081891241,0.073946153,0.034144816,0.571626369,0.03594046
IODP U1461,-20.21,115.07,-20.8,114.7,276.63,1.158875091,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),11.78412547,2.446602478,1.83813408,0.819331286,15.50848688,0.591926545,0.357218041,0.074165075,0.05572027,0.024836796,0.470116456,0.017943363
IODP U1461,-20.21,115.07,-20.8,114.7,279.62,1.163243243,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),17.6615874,3.207061957,2.256706754,0.921257048,17.73086144,0.599653277,0.416771695,0.075679078,0.053252942,0.021739488,0.418406398,0.014150399
IODP U1461,-20.21,115.07,-20.8,114.7,283.53,1.168955442,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),37.79937485,6.235414261,5.034233273,2.157372579,37.66821987,1.309038224,0.419044834,0.069125962,0.055809639,0.023916687,0.417590847,0.014512031
IODP U1461,-20.21,115.07,-20.8,114.7,287.02,1.174054054,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),12.41049721,1.798588211,1.460659983,0.652291046,10.40080677,0.414385782,0.457323672,0.066277519,0.05382495,0.024036759,0.383267089,0.015270011
IODP U1461,-20.21,115.07,-20.8,114.7,290.52,1.179167275,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),18.41504847,3.189503872,3.320797057,1.474600998,18.24711999,0.70759098,0.406023282,0.070323618,0.073218429,0.032512667,0.402320719,0.015601285
IODP U1461,-20.21,115.07,-20.8,114.7,294.02,1.184280497,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),19.09553279,3.903007928,3.491891456,1.731619114,24.87565017,1.150874547,0.352000627,0.071946735,0.064368352,0.031920084,0.458549367,0.021214834
IODP U1461,-20.21,115.07,-20.8,114.7,297.52,1.189393718,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),1.039541811,0.263255528,0.243602185,0.123258385,2.037719254,0.100341038,0.273009124,0.069137345,0.063975896,0.032370669,0.535154953,0.026352013
IODP U1461,-20.21,115.07,-20.8,114.7,301.02,1.194506939,Pleistocene,Calabrian,He et al. (2021),He et al. (2021),14.72655848,3.943472468,3.21167569,1.502832052,29.0333456,1.175132553,0.274785025,0.073581834,0.05992713,0.028041565,0.541737475,0.021926972
